text,subject,type,difficulty,unit,marks,options,correctAnswer,explanation,tags,batch,branch,isPYQ,examYear,examName
The fundamental theorem of calculus connects differentiation and integration. This statement is:,Mathematics,true_false,medium,Integration,1,,True,It shows that integration is the inverse of differentiation and gives the evaluation rule for definite integrals.,mathematics,2026-27,B.Sc,false,,
The definite integral of 3x squared from 0 to 1 equals:,Mathematics,numerical,medium,Integration,1,,1,An antiderivative is x cubed; evaluating from 0 to 1 gives 1 - 0.,mathematics,2026-27,B.Sc,false,,
Explain what an indefinite integral means.,Mathematics,short_answer,easy,Integration,2,,It denotes the family of all antiderivatives of a function; any two members differ by a constant C.,,mathematics,2026-27,B.Sc,false,,
The order of a differential equation is the:,Mathematics,mcq,easy,Differential Equations,1,Degree of the highest derivative|Highest order derivative present|Number of independent variables|Power of x,B,An equation with y prime prime is of second order.,mathematics,2026-27,B.Sc,false,,
The general solution of dy/dx = y is:,Mathematics,mcq,medium,Differential Equations,1,y = C e to the x|y = ln x|y = x squared|y = sin x,A,Separate variables: dy/y = dx; integrate to get ln|y| = x + C.,mathematics,2026-27,B.Sc,false,,
An equation of the form dy/dx + P(x) y = Q(x) is a first order linear ordinary differential equation. This statement is:,Mathematics,true_false,medium,Differential Equations,1,,True,It is solved using an integrating factor.,mathematics,2026-27,B.Sc,false,,
The integrating factor for dy/dx + P(x) y = Q(x) is e to the integral of P dx. This statement is:,Mathematics,true_false,hard,Differential Equations,1,,True,Multiplying through makes the left side the derivative of a product.,mathematics,2026-27,B.Sc,false,,
Define the order and degree of a differential equation.,Mathematics,short_answer,medium,Differential Equations,2,,The order is the highest derivative present; the degree is the power of that highest derivative when the equation is a polynomial in its derivatives.,,mathematics,2026-27,B.Sc,false,,
The speed of light in vacuum is approximately:,Physics,mcq,easy,Waves and Optics,1,3 x 10 to the 6 m/s|3 x 10 to the 8 m/s|3 x 10 to the 10 m/s|3 x 10 to the 4 m/s,B,It is denoted by c and is a universal constant in relativity.,physics,2026-27,B.Sc,false,,
The splitting of white light into its colours is called:,Physics,mcq,easy,Waves and Optics,1,Reflection|Dispersion|Absorption|Emission,B,Different wavelengths bend by different amounts in a prism.,physics,2026-27,B.Sc,false,,
Young's double slit experiment demonstrates the:,Physics,mcq,medium,Waves and Optics,1,Particle nature of light|Wave nature of light through interference|Gravitation of light|Charge of light,B,The alternating bright and dark fringes come from constructive and destructive interference.,physics,2026-27,B.Sc,false,,
The focal length of a plane mirror is infinite. This statement is:,Physics,true_false,medium,Waves and Optics,1,,True,Its reflecting surface has no curvature so the focal length is taken as infinity.,physics,2026-27,B.Sc,false,,
State Huygens' principle.,Physics,short_answer,medium,Waves and Optics,2,,Every point on a wavefront acts as a source of secondary wavelets and the new wavefront is the envelope of those wavelets.,,physics,2026-27,B.Sc,false,,
The SI unit of electrical resistance is the:,Physics,mcq,easy,Electricity and Magnetism,1,Volt|Ampere|Ohm|Watt,C,One ohm is the resistance that allows one ampere under one volt.,physics,2026-27,B.Sc,false,,
Ohm's law holds exactly when the:,Physics,mcq,medium,Electricity and Magnetism,1,Temperature is kept constant|Current is zero|Circuit is open|Voltage is changing rapidly,A,V = I R for ohmic conductors at constant temperature.,physics,2026-27,B.Sc,false,,
The magnetic force on a moving charge is given by F = q v cross B. This statement is:,Physics,true_false,medium,Electricity and Magnetism,1,,True,The force is perpendicular to both the velocity and the field and equals q v B sin theta.,physics,2026-27,B.Sc,false,,
The unit of inductance is the:,Physics,mcq,easy,Electricity and Magnetism,1,Henry|Farad|Coulomb|Tesla,A,A one henry inductor develops one volt when the current changes at one ampere per second.,physics,2026-27,B.Sc,false,,
State Kirchhoff's junction rule.,Physics,short_answer,easy,Electricity and Magnetism,2,,The total current entering a junction equals the total current leaving it; it is a statement of conservation of charge.,,physics,2026-27,B.Sc,false,,
The photoelectric effect was explained by:,Physics,mcq,easy,Modern Physics,1,Isaac Newton|Albert Einstein|Niels Bohr alone|James Maxwell,B,Einstein showed that light comes in quanta (photons) of energy h f; he won the Nobel Prize for this.,physics,2026-27,B.Sc,false,,
The energy of a photon is given by:,Physics,mcq,easy,Modern Physics,1,E = h f|E = m c squared only|E = m v squared|E = h f / c,A,Energy is proportional to the frequency of the radiation.,physics,2026-27,B.Sc,false,,
In the Bohr model electrons occupy stationary orbits with quantized angular momentum. This statement is:,Physics,true_false,medium,Modern Physics,1,,True,An electron radiates energy only when it jumps between allowed orbits.,physics,2026-27,B.Sc,false,,
The energy released in the fission of uranium 235 comes from the mass defect converted by E = m c squared. This statement is:,Physics,true_false,medium,Modern Physics,1,,True,The products weigh slightly less than the reactants and the lost mass appears as energy.,physics,2026-27,B.Sc,false,,
State Heisenberg's uncertainty principle.,Physics,short_answer,medium,Modern Physics,2,,The product of the uncertainties in position and momentum is at least h over 4 pi; the two cannot be known exactly at the same time.,,physics,2026-27,B.Sc,false,,
The first law of thermodynamics is a statement of:,Physics,mcq,easy,Thermodynamics,1,Increase of entropy|Conservation of energy|Newton's first law|Ohm's law,B,Energy can change form but the total energy of an isolated system is constant.,physics,2026-27,B.Sc,false,,
In an isothermal process the:,Physics,mcq,easy,Thermodynamics,1,Temperature is constant|Volume is constant|Pressure is constant|Heat exchange is zero,A,For an ideal gas internal energy depends only on temperature so delta U is zero in an isothermal change.,physics,2026-27,B.Sc,false,,
The efficiency of a Carnot engine depends only on the temperatures of the source and the sink. This statement is:,Physics,true_false,medium,Thermodynamics,1,,True,No real engine can exceed the Carnot efficiency for the same reservoirs.,physics,2026-27,B.Sc,false,,
Absolute zero is:,Physics,mcq,medium,Thermodynamics,1,0 degrees Celsius|0 kelvin (about -273.15 degrees Celsius)|100 kelvin|-100 degrees Celsius,B,It is the lower limit of the thermodynamic temperature scale.,physics,2026-27,B.Sc,false,,
State the second law of thermodynamics in the Clausius form.,Physics,short_answer,medium,Thermodynamics,2,,Heat cannot of itself pass from a colder body to a hotter body; external work is required for refrigeration.,,physics,2026-27,B.Sc,false,,
The bond formed by the sharing of electron pairs is the:,Chemistry,mcq,easy,Chemical Bonding,1,Ionic bond|Covalent bond|Metallic bond|Hydrogen bond,B,Atoms share pairs to complete their valence shells.,chemistry,2026-27,B.Sc,false,,
The shape of the methane molecule is:,Chemistry,mcq,easy,Chemical Bonding,1,Linear|Tetrahedral|Trigonal planar|Octahedral,B,Four equivalent C-H bonds point to the corners of a tetrahedron with 109.5 degree angles.,chemistry,2026-27,B.Sc,false,,
The VSEPR theory predicts molecular shape from the:,Chemistry,mcq,medium,Chemical Bonding,1,Repulsion of electron pairs around the central atom|Mass of the central atom|Charge of the nucleus only|Colour of the compound,A,Electron pairs arrange themselves as far apart as possible.,chemistry,2026-27,B.Sc,false,,
Among H2O; H2S; HCl; and CH4 the strongest hydrogen bonding is shown by water. This statement is:,Chemistry,true_false,medium,Chemical Bonding,1,,True,Oxygen is small and highly electronegative so O-H-O hydrogen bonds are strong.,chemistry,2026-27,B.Sc,false,,
Distinguish between an ionic bond and a covalent bond.,Chemistry,short_answer,medium,Chemical Bonding,2,,An ionic bond involves transfer of electrons between metal and non metal with electrostatic attraction and high melting points; a covalent bond involves sharing of electron pairs usually between non metals with lower melting points.,,chemistry,2026-27,B.Sc,false,,
Gibbs free energy is defined as:,Chemistry,mcq,medium,Chemical Thermodynamics,1,G = H - T S|G = H + T S|G = U + P V only|G = T S - H,A,It combines enthalpy and entropy into one quantity for spontaneity at constant T and P.,chemistry,2026-27,B.Sc,false,,
A reaction is spontaneous when delta G is:,Chemistry,mcq,easy,Chemical Thermodynamics,1,Positive|Negative|Zero|Infinite,B,Delta G = 0 means the system is at equilibrium.,chemistry,2026-27,B.Sc,false,,
The entropy of a system increases when its disorder increases. This statement is:,Chemistry,true_false,easy,Chemical Thermodynamics,1,,True,Gases have higher entropy than liquids which have higher entropy than solids.,chemistry,2026-27,B.Sc,false,,
The enthalpy change of a reaction depends only on the initial and final states. This statement is:,Chemistry,true_false,medium,Chemical Thermodynamics,1,,True,Enthalpy is a state function; this is the basis of Hess's law.,chemistry,2026-27,B.Sc,false,,
State the first law of thermodynamics with its equation.,Chemistry,short_answer,medium,Chemical Thermodynamics,2,,Energy of the universe is constant; for a system the change in internal energy equals heat added plus work done: delta U = q + w.,,chemistry,2026-27,B.Sc,false,,
The device that converts chemical energy into electrical energy is:,Chemistry,mcq,easy,Electrochemistry,1,An electrolytic cell|A galvanic (voltaic) cell|A transformer|A capacitor,B,A spontaneous redox reaction drives the current in a galvanic cell.,chemistry,2026-27,B.Sc,false,,
The standard hydrogen electrode is assigned a potential of:,Chemistry,mcq,medium,Electrochemistry,1,1.0 V|0.00 V|0.5 V|2.0 V,B,All standard electrode potentials are measured relative to it.,chemistry,2026-27,B.Sc,false,,
The Nernst equation is used to calculate the cell potential under non standard conditions. This statement is:,Chemistry,true_false,medium,Electrochemistry,1,,True,It relates potential to the activities (concentrations) of the reacting species.,chemistry,2026-27,B.Sc,false,,
Corrosion of iron is essentially an electrochemical oxidation process. This statement is:,Chemistry,true_false,easy,Electrochemistry,1,,True,Iron acts as an anode and loses electrons in the presence of moisture and oxygen.,chemistry,2026-27,B.Sc,false,,
State Faraday's first law of electrolysis.,Chemistry,short_answer,medium,Electrochemistry,2,,The mass of a substance deposited or liberated at an electrode is proportional to the quantity of electricity that passes through the electrolyte: m = Z I t.,,chemistry,2026-27,B.Sc,false,,
The central metal ion in the complex [Co(NH3)6]Cl3 is:,Chemistry,mcq,easy,Coordination Compounds,1,Chlorine|Cobalt|Ammonia|Nitrogen,B,Six ammonia ligands are coordinated to the cobalt inside the brackets.,chemistry,2026-27,B.Sc,false,,
The coordination number of the complex ion [Fe(CN)6] 3- is:,Chemistry,mcq,medium,Coordination Compounds,1,3|6|2|4,B,It equals the number of donor atoms bonded to the central metal; here six cyanide carbons.,chemistry,2026-27,B.Sc,false,,
Ammonia acts as a monodentate ligand. This statement is:,Chemistry,true_false,medium,Coordination Compounds,1,,True,It donates a single lone pair from the nitrogen atom.,chemistry,2026-27,B.Sc,false,,
The complex [Co(NH3)6]Cl3 dissociates in solution into one complex cation and three chloride ions. This statement is:,Chemistry,true_false,medium,Coordination Compounds,1,,True,The ions inside the coordination sphere do not ionize; the counter ions do.,chemistry,2026-27,B.Sc,false,,
Define a ligand and a coordination entity.,Chemistry,short_answer,medium,Coordination Compounds,2,,A ligand is an ion or molecule that donates a lone pair of electrons to a metal; the coordination entity is the central metal with its ligands enclosed in brackets.,,chemistry,2026-27,B.Sc,false,,
A variable in programming is:,Computer Science,mcq,easy,Programming Fundamentals,1,A named storage location whose value can change|A constant only|A function|A comment,A,Its value can be read and reassigned during execution.,computer,2026-27,B.Sc,false,,
In Python which of the following is an immutable data type:,Computer Science,mcq,medium,Programming Fundamentals,1,list|tuple|dict|set,B,Once created a tuple's elements cannot be changed.,computer,2026-27,B.Sc,false,,
The time complexity of binary search on a sorted array of n elements is:,Computer Science,mcq,easy,Programming Fundamentals,1,O(n)|O(log n)|O(n squared)|O(1),B,The search space is halved at every step.,computer,2026-27,B.Sc,false,,
An infinite loop occurs when the loop condition never becomes false. This statement is:,Computer Science,true_false,easy,Programming Fundamentals,1,,True,A missing or wrong update of the loop variable is the most common cause.,computer,2026-27,B.Sc,false,,
Distinguish between a compiler and an interpreter.,Computer Science,short_answer,medium,Programming Fundamentals,2,,A compiler translates the whole source program into machine code before execution; an interpreter executes the source line by line at run time.,,computer,2026-27,B.Sc,false,,
A stack follows the:,Computer Science,mcq,easy,Data Structures,1,FIFO principle|LIFO principle|Random access principle|Priority principle,B,The last element pushed is the first one popped.,computer,2026-27,B.Sc,false,,
A queue follows the FIFO principle. This statement is:,Computer Science,true_false,easy,Data Structures,1,,True,The first element enqueued is the first one dequeued; it models waiting lines.,computer,2026-27,B.Sc,false,,
In a binary search tree the left child of a node holds keys:,Computer Science,mcq,easy,Data Structures,1,Larger than the node|Smaller than the node|Equal to the node|Always null,B,This ordering makes search traverse one side at a time.,computer,2026-27,B.Sc,false,,
The average time complexity of a hash table lookup with a good hash function is O(1). This statement is:,Computer Science,true_false,medium,Data Structures,1,,True,Collisions degrade the worst case but the average stays constant for a good load factor.,computer,2026-27,B.Sc,false,,
State three applications of a stack.,Computer Science,short_answer,medium,Data Structures,2,,Managing function calls (the call stack); evaluating arithmetic expressions; and matching brackets in code.,,computer,2026-27,B.Sc,false,,
In a relational database a table is a:,Computer Science,mcq,easy,Databases and SQL,1,File|Relation|Class|Pointer,B,Rows are tuples and columns are attributes of the relation.,computer,2026-27,B.Sc,false,,
The SQL command used to retrieve data is:,Computer Science,mcq,easy,Databases and SQL,1,INSERT|SELECT|UPDATE|DELETE,B,SELECT specifies which columns and which rows to return.,computer,2026-27,B.Sc,false,,
The primary key of a table must be unique and not null. This statement is:,Computer Science,true_false,easy,Databases and SQL,1,,True,It uniquely identifies every row of the table.,computer,2026-27,B.Sc,false,,
Normalization is used to reduce redundancy and update anomalies. This statement is:,Computer Science,true_false,medium,Databases and SQL,1,,True,Each form of normal form removes a specific kind of dependency problem.,computer,2026-27,B.Sc,false,,
Explain what a foreign key is.,Computer Science,short_answer,medium,Databases and SQL,2,,A foreign key is a column or set of columns in one table that references the primary key of another table; it enforces the relationship between the two tables.,,computer,2026-27,B.Sc,false,,
An operating system manages:,Computer Science,mcq,easy,Operating Systems,1,Only the CPU|The CPU; memory; files; and devices|Only the display|Only the keyboard,B,It acts as the resource manager between applications and hardware.,computer,2026-27,B.Sc,false,,
The process of switching the CPU between running processes is called:,Computer Science,mcq,easy,Operating Systems,1,Context switching|Printing|Compiling|Booting,A,The saved state of one process is stored and the state of the next is restored.,computer,2026-27,B.Sc,false,,
The four Coffman conditions for deadlock are mutual exclusion; hold and wait; no preemption; and circular wait. This statement is:,Computer Science,true_false,medium,Operating Systems,1,,True,All four must hold simultaneously for deadlock to occur; removing any one prevents it.,computer,2026-27,B.Sc,false,,
Virtual memory allows processes to use disk space as an extension of RAM. This statement is:,Computer Science,true_false,easy,Operating Systems,1,,True,The page table maps virtual pages to physical frames and pages out rarely used pages.,computer,2026-27,B.Sc,false,,
List the four Coffman conditions required for deadlock.,Computer Science,short_answer,medium,Operating Systems,2,,Mutual exclusion; hold and wait; no preemption; and circular wait.,,computer,2026-27,B.Sc,false,,
