text,subject,type,difficulty,unit,marks,options,correctAnswer,explanation,tags,batch,branch,isPYQ,examYear,examName
The 74th Constitutional Amendment deals with:,Political Science,mcq,easy,Local Self Government,1,Municipal and urban local bodies|Village panchayats|The higher judiciary|Centre state finance,A,It came into force in 1993 and strengthened urban local government.,political,2026-27,BA,false,,
The Gram Sabha consists of all persons registered in the electoral roll of the village. This statement is:,Political Science,true_false,medium,Local Self Government,1,,True,It is the basic unit of direct self governance at the village level.,political,2026-27,BA,false,,
The District Planning Committee prepares the plan for the district as a whole. This statement is:,Political Science,true_false,easy,Local Self Government,1,,True,It consolidates the plans of the panchayats and municipal bodies into a district plan.,political,2026-27,BA,false,,
State the main objectives of the Panchayati Raj system.,Political Science,short_answer,medium,Local Self Government,2,,To democratize governance at the village level; to decentralize development planning; and to give citizens a direct role in deciding local priorities.,,political,2026-27,BA,false,,
The Indus Valley Civilization was first excavated at:,History,mcq,easy,Indus and Vedic Civilisation,1,Harappa in 1921|Mohenjo-daro in 1922|Lothal in 1955|Dholavira in 1990,A,Dayaram Sahni's excavations at Harappa opened the study of the civilization.,history,2026-27,BA,false,,
The Rig Veda is the:,History,mcq,easy,Indus and Vedic Civilisation,1,Oldest Veda; a collection of hymns to gods|Latest of the four Vedas|Book of law|Collection of dramas,A,It contains 1028 hymns in ten mandalas and is the earliest Vedic text.,history,2026-27,BA,false,,
The Harappan port town with a dockyard is:,History,mcq,medium,Indus and Vedic Civilisation,1,Kalibangan|Lothal|Rakhigarhi|Banawali,B,The Lothal dockyard shows that the civilization had organized maritime trade.,history,2026-27,BA,false,,
The Vedic society saw the gradual development of the varna based social structure. This statement is:,History,true_false,medium,Indus and Vedic Civilisation,1,,True,The later Vedic texts describe the four varnas of brahmana; kshatriya; vaishya; and shudra.,history,2026-27,BA,false,,
List any four features of the Indus Valley Civilization.,History,short_answer,medium,Indus and Vedic Civilisation,2,,Planned brick towns with grid streets; covered drainage; the great bath at Mohenjo-daro; a standardized system of weights; and an undeciphered script.,,history,2026-27,BA,false,,
The first ruler of the slave dynasty of the Delhi Sultanate was:,History,mcq,medium,Medieval India,1,Iltutmish|Qutb-ud-din Aibek|Alauddin Khalji|Firoz Shah Tughlaq,B,He founded the dynasty after the Ghurid conquest of northern India.,history,2026-27,BA,false,,
The Taj Mahal was built by:,History,mcq,easy,Medieval India,1,Akbar|Shah Jahan|Aurangzeb|Humayun,B,It was built in memory of Mumtaz Mahal and completed around 1653.,history,2026-27,BA,false,,
The first battle of Panipat in 1526 was fought between:,History,mcq,medium,Medieval India,1,Babur and Ibrahim Lodi|Akbar and the Afghans|The Marathas and the English|Tipu Sultan and the British,A,Babur's use of gunpowder weapons and the tulughma tactic decided the battle.,history,2026-27,BA,false,,
Akbar's Din-i Ilahi was a syncretic faith he promoted to unite different religious groups. This statement is:,History,true_false,hard,Medieval India,1,,True,It blended elements of Hinduism and Islam and was close to a court philosophy rather than a mass religion.,history,2026-27,BA,false,,
State the main features of Mughal administration under Akbar.,History,short_answer,medium,Medieval India,2,,The mansabdari system of ranks; provinces governed by subahdars; a policy of religious tolerance; and a regular revenue system based on land measurement.,,history,2026-27,BA,false,,
The Jallianwala Bagh massacre took place at:,History,mcq,easy,Freedom Struggle,1,Delhi in 1912|Amritsar in 1919|Mumbai in 1925|Kolkata in 1930,B,General Dyer's orders to fire on a peaceful gathering turned public opinion against the Raj.,history,2026-27,BA,false,,
The Dandi March of 1930 was part of:,History,mcq,easy,Freedom Struggle,1,The Quit India Movement|The salt satyagraha against the salt tax|The Non Cooperation Movement|The Khilafat Movement,B,Breaking the salt law at Dandi on 6 April 1930 gave mass shape to civil disobedience.,history,2026-27,BA,false,,
The Quit India Resolution was passed by the Congress in:,History,mcq,medium,Freedom Struggle,1,1920|1930|1942|1947,C,The resolution called for an orderly transfer of power and mass non cooperation.,history,2026-27,BA,false,,
The Indian National Congress was founded in 1885 with A. O. Hume as its key founder. This statement is:,History,true_false,medium,Freedom Struggle,1,,True,The first session at Bombay in 1885 was presided by W. C. Bonnerjee.,history,2026-27,BA,false,,
Explain the main demands of the Non Cooperation Movement of 1920.,History,short_answer,medium,Freedom Struggle,2,,Boycott of British institutions such as schools; courts; and titles; promotion of swadeshi goods and khadi; and support for the Khilafat issue.,,history,2026-27,BA,false,,
The First World War began in the year:,History,mcq,easy,Modern World History,1,1912|1914|1918|1920,B,The assassination of Archduke Franz Ferdinand at Sarajevo was the immediate trigger.,history,2026-27,BA,false,,
The United Nations was established in the year:,History,mcq,easy,Modern World History,1,1919|1945|1948|1950,B,The Charter was signed at San Francisco in June 1945 to replace the League of Nations.,history,2026-27,BA,false,,
The Cold War was the long standoff between:,History,mcq,easy,Modern World History,1,The USA and the Soviet Union|Britain and France|Japan and China|Germany and Italy,A,It was an ideological and military rivalry that never became a direct war between the two powers.,history,2026-27,BA,false,,
The fall of the Berlin Wall in 1989 symbolized the beginning of the end of the Cold War era. This statement is:,History,true_false,medium,Modern World History,1,,True,German reunification followed in 1990 and the Soviet Union dissolved in 1991.,history,2026-27,BA,false,,
State any three causes of the First World War.,History,short_answer,medium,Modern World History,2,,Militarism; the alliance system; imperialist rivalry for colonies; and the assassination of Archduke Franz Ferdinand as the immediate trigger.,,history,2026-27,BA,false,,
Culture in sociology refers to:,Sociology,mcq,easy,Society and Culture,1,Only art and music|The shared patterns of values; beliefs; and practices of a group|Only elite customs|The climate of a region,A,Culture is the symbolic system that guides how members of a society think and act.,sociology,2026-27,BA,false,,
Socialization is the process by which a person learns and internalizes the norms of society. This statement is:,Sociology,true_false,easy,Society and Culture,1,,True,It begins in the family and continues through school; peers; and media.,sociology,2026-27,BA,false,,
A social institution is best defined as:,Sociology,mcq,medium,Society and Culture,1,A building|An organized pattern of norms that meets basic social needs|A commercial shop|A government office only,B,Family; education; religion; and the economy are classic examples.,sociology,2026-27,BA,false,,
Emile Durkheim called the shared beliefs and values of a society the:,Sociology,mcq,hard,Society and Culture,1,Collective consciousness|Social contract|Division of labour|Anomie,A,His concept explains how society binds individuals beyond their private interests.,sociology,2026-27,BA,false,,
Distinguish between society and culture.,Sociology,short_answer,medium,Society and Culture,2,,Society is the group of people and their patterned interactions; culture is the shared symbolic system of values; beliefs; and practices that the group creates and transmits.,,sociology,2026-27,BA,false,,
The primary agent of socialization is the:,Sociology,mcq,easy,Social Institutions,1,State|Family|Army|Market,B,The family is where children first learn language; norms; and roles.,sociology,2026-27,BA,false,,
The family is called a primary group because its members have direct and intimate face to face interaction. This statement is:,Sociology,true_false,easy,Social Institutions,1,,True,Cooley used the term primary group for small groups with warm personal contact.,sociology,2026-27,BA,false,,
Marriage systems studied in sociology include:,Sociology,mcq,medium,Social Institutions,1,Monogamy and polygamy|Monogamy only|Polyandry only|None of these,A,Polygamy further includes polygyny (one husband many wives) and polyandry (one wife many husbands).,sociology,2026-27,BA,false,,
Education as a social institution functions to transmit knowledge and socialize the young. This statement is:,Sociology,true_false,medium,Social Institutions,1,,True,It also sorts people into roles through credentials and skills.,sociology,2026-27,BA,false,,
List the main functions of the family.,Sociology,short_answer,medium,Social Institutions,2,,Reproduction and replacement of members; socialization of children; economic cooperation; emotional support; and regulation of sexual behaviour.,,sociology,2026-27,BA,false,,
The caste system in India is based primarily on:,Sociology,mcq,easy,Social Stratification,1,Income|Birth|Education|Choice of occupation,B,Caste is a closed group assigned at birth with rules on occupation; marriage; and contact.,sociology,2026-27,BA,false,,
The concept of sanskritisation was coined by:,Sociology,mcq,medium,Social Stratification,1,M. N. Srinivas|G. S. Ghurye|Louis Dumont|Andre Beteille,A,It describes lower castes adopting the customs of higher castes to raise their status.,sociology,2026-27,BA,false,,
Social mobility refers to the movement of people between social strata. This statement is:,Sociology,true_false,easy,Social Stratification,1,,True,It can be vertical (up or down) or horizontal (across groups at the same level).,sociology,2026-27,BA,false,,
The jajmani system refers to hereditary patron client relations between caste groups. This statement is:,Sociology,true_false,medium,Social Stratification,1,,True,Artisans received a share of produce and services in return for their work.,sociology,2026-27,BA,false,,
Distinguish between caste and class.,Sociology,short_answer,medium,Social Stratification,2,,Caste is a closed; birth ascribed hierarchy with ritual rules and endogamy; class is relatively open; based on wealth and achievement; and allows social mobility.,,sociology,2026-27,BA,false,,
Modernization in Indian society includes:,Sociology,mcq,easy,Social Change,1,Only urbanization|Changes in economy; education; law; and values toward industrial and urban forms|Only new technology|Only new clothing,B,It is a broad transformation of social institutions and attitudes.,sociology,2026-27,BA,false,,
The green revolution in India transformed:,Sociology,mcq,easy,Social Change,1,Agriculture|The judiciary|The army|Theatre,A,High yielding seeds; irrigation; and fertilizers raised grain output from the 1960s onward.,sociology,2026-27,BA,false,,
A social movement is organized collective effort to promote or resist social change. This statement is:,Sociology,true_false,medium,Social Change,1,,True,Examples are the independence movement; the women's movement; and environmental movements.,sociology,2026-27,BA,false,,
Globalization affects society mainly through faster flows of goods; capital; people; and ideas. This statement is:,Sociology,true_false,easy,Social Change,1,,True,It also reshapes local cultures and labour markets.,sociology,2026-27,BA,false,,
State any three factors of social change in India.,Sociology,short_answer,medium,Social Change,2,,Education; industrialization; urbanization; legal reforms such as personal law changes; and globalization.,,sociology,2026-27,BA,false,,
Psychology is the scientific study of:,Psychology,mcq,easy,Introduction and Theories,1,Only the soul|Behaviour and mental processes|Only dreams|Only the anatomy of the brain,A,It uses observation; experiment; and measurement to understand mind and behaviour.,psychology,2026-27,BA,false,,
The structuralist school that analyzed conscious experience was founded by:,Psychology,mcq,medium,Introduction and Theories,1,William James|Wilhelm Wundt|Ivan Pavlov|B. F. Skinner,B,Wundt set up the first psychology laboratory at Leipzig in 1879.,psychology,2026-27,BA,false,,
The functionalist school emphasized the functions of behaviour and consciousness. This statement is:,Psychology,true_false,easy,Introduction and Theories,1,,True,Led by William James it asked what mental processes do for the organism.,psychology,2026-27,BA,false,,
The idea of tabula rasa (mind as a blank slate) is associated with:,Psychology,mcq,medium,Introduction and Theories,1,John Locke|Sigmund Freud|Abraham Maslow|Jean Piaget,A,Locke argued that experience writes all knowledge onto the empty mind of the child.,psychology,2026-27,BA,false,,
State three major approaches in modern psychology.,Psychology,short_answer,medium,Introduction and Theories,2,,Behaviourism; cognitivism; and psychoanalysis; with the biological and humanistic approaches adding further perspectives.,,psychology,2026-27,BA,false,,
Classical conditioning is associated with:,Psychology,mcq,easy,Learning and Memory,1,B. F. Skinner|Ivan Pavlov|Edward Thorndike|Albert Bandura,B,Pavlov's dogs learned to salivate to a bell that predicted food.,psychology,2026-27,BA,false,,
Operant conditioning modifies behaviour through:,Psychology,mcq,easy,Learning and Memory,1,Reinforcement and punishment|Stimulus pairing only|Observation only|Dream analysis,A,Consequences determine how likely a voluntary behaviour is to repeat.,psychology,2026-27,BA,false,,
The law of effect states that behaviour followed by a satisfying consequence is more likely to recur. This statement is:,Psychology,true_false,medium,Learning and Memory,1,,True,Thorndike proposed it from his puzzle box experiments with cats.,psychology,2026-27,BA,false,,
Short term memory can hold roughly seven plus or minus two items. This statement is:,Psychology,true_false,medium,Learning and Memory,1,,True,Miller's finding describes the limited capacity of working memory without rehearsal.,psychology,2026-27,BA,false,,
Distinguish between classical and operant conditioning.,Psychology,short_answer,medium,Learning and Memory,2,,Classical conditioning pairs stimuli to produce an involuntary response; operant conditioning shapes voluntary behaviour using its consequences such as reinforcement and punishment.,,psychology,2026-27,BA,false,,
The intelligence quotient is computed as mental age divided by chronological age multiplied by 100. This statement is:,Psychology,true_false,medium,Intelligence,1,,True,This ratio formula was used in early intelligence testing before deviation based scores.,psychology,2026-27,BA,false,,
Alfred Binet is credited with developing the first practical:,Psychology,mcq,easy,Intelligence,1,IQ test for children|Psychotherapy technique|Reflex test|Personality scale,A,He and Simon designed school tests to identify pupils needing help.,psychology,2026-27,BA,false,,
Howard Gardner proposed the theory of:,Psychology,mcq,easy,Intelligence,1,A single general intelligence|Multiple intelligences|No measurable intelligence|Only spatial intelligence,B,He listed linguistic; logical mathematical; musical; bodily kinesthetic; and other distinct intelligences.,psychology,2026-27,BA,false,,
The g factor in intelligence theory refers to a general mental ability common to all cognitive tasks. This statement is:,Psychology,true_false,hard,Intelligence,1,,True,Spearman identified it from the positive correlations among test scores.,psychology,2026-27,BA,false,,
List the three components of Sternberg's triarchic theory of intelligence.,Psychology,short_answer,medium,Intelligence,2,,Analytical; creative; and practical intelligence.,,psychology,2026-27,BA,false,,
A mental disorder can be defined as a syndrome of clinically significant disturbance in cognition; emotion; or behaviour. This statement is:,Psychology,true_false,easy,Mental Health,1,,True,The definition stresses distress or impairment in addition to the symptoms.,psychology,2026-27,BA,false,,
A common symptom of anxiety disorders is:,Psychology,mcq,easy,Mental Health,1,Excessive worry and tension|High blood pressure only|Fever only|Headache only,A,Worry; restlessness; and muscle tension are core features.,psychology,2026-27,BA,false,,
Cognitive behavioural therapy works by changing maladaptive thoughts and behaviours. This statement is:,Psychology,true_false,easy,Mental Health,1,,True,It is a structured short term approach with strong evidence for depression and anxiety.,psychology,2026-27,BA,false,,
Stress is the body's response to any demand that upsets its balance. This statement is:,Psychology,true_false,medium,Mental Health,1,,True,The demand is called a stressor and the response mobilizes the body to cope.,psychology,2026-27,BA,false,,
List three signs that a person may need professional mental health support.,Psychology,short_answer,medium,Mental Health,2,,Persistent sadness or loss of interest; major changes in sleep or appetite; and social withdrawal or impaired daily functioning.,,psychology,2026-27,BA,false,,
