text,subject,type,difficulty,unit,marks,options,correctAnswer,explanation,tags,batch,branch,isPYQ,examYear,examName
List the modes of entering foreign markets,International Business,short_answer,easy,3,2,,Exporting licensing franchising joint venture and wholly owned subsidiary.,These modes differ in control investment and risk.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the factors determining the choice of entry mode,International Business,long_answer,medium,3,5,,Entry mode choice depends on firm resources market size risk tolerance control desired and host country regulations.,Cover internal capability and external market factors.,vriddhi-curated|free,2026-27,BBA,false,,
The international body that regulates world trade is the,International Business,mcq,easy,4,1,World Trade Organization|World Bank|IMF|ASEAN,A,The WTO sets and enforces rules of international trade.,vriddhi-curated|free,2026-27,BBA,false,,
The institution that provides short term finance for balance of payments problems is the,International Business,fill_in_blank,medium,4,1,,International Monetary Fund,The IMF assists countries with balance of payments support.,vriddhi-curated|free,2026-27,BBA,false,,
A tariff is a tax imposed on imported goods,International Business,true_false,easy,4,1,True|False,A,Tariffs are taxes on imports used to protect domestic industry.,vriddhi-curated|free,2026-27,BBA,false,,
List the types of trade barriers,International Business,short_answer,easy,4,2,,Tariff barriers and non tariff barriers such as quotas subsidies and technical standards.,Trade barriers divide into tariff and non tariff types.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the functions of the World Trade Organization,International Business,long_answer,medium,4,5,,The WTO administers trade agreements provides a forum for negotiation settles disputes and monitors trade policies to ensure free and fair trade.,Cover rule making dispute settlement and trade monitoring.,vriddhi-curated|free,2026-27,BBA,false,,
The policy document that governs Indias exports and imports is the,International Business,mcq,easy,5,1,EXIM policy|Budget|Monetary policy|Industrial policy,A,The EXIM policy sets the framework for exports and imports.,vriddhi-curated|free,2026-27,BBA,false,,
The document that evidences the contract of carriage in shipping is the,International Business,fill_in_blank,medium,5,1,,bill of lading,The bill of lading is a receipt and contract of carriage.,vriddhi-curated|free,2026-27,BBA,false,,
A letter of credit is a guarantee of payment by the importers bank,International Business,true_false,easy,5,1,True|False,A,A letter of credit assures the exporter of payment by the bank.,vriddhi-curated|free,2026-27,BBA,false,,
List the documents used in export trade,International Business,short_answer,easy,5,2,,Commercial invoice bill of lading certificate of origin and letter of credit.,These documents complete an export transaction.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the objectives of the EXIM policy,International Business,long_answer,medium,5,5,,The EXIM policy promotes exports facilitates imports and balances trade to earn foreign exchange and support economic growth.,Cover export promotion and trade balance objectives.,vriddhi-curated|free,2026-27,BBA,false,,
The price of one currency in terms of another is the,International Business,mcq,easy,6,1,Exchange rate|Interest rate|Inflation rate|Tax rate,A,The exchange rate is the price of one currency in another.,vriddhi-curated|free,2026-27,BBA,false,,
The market where currencies are bought and sold is the,International Business,fill_in_blank,easy,6,1,,foreign exchange market,The forex market facilitates currency trading.,vriddhi-curated|free,2026-27,BBA,false,,
Cultural differences can create barriers in international business,International Business,true_false,easy,6,1,True|False,A,Language customs and values differ across countries affecting business.,vriddhi-curated|free,2026-27,BBA,false,,
Distinguish between a fixed and a floating exchange rate,International Business,short_answer,medium,6,2,,A fixed rate is set by the government while a floating rate is determined by market demand and supply.,The difference is who determines the exchange rate.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the role of culture in international business,International Business,long_answer,medium,6,5,,Culture shapes consumer behaviour negotiation styles and management practices so firms must adapt products communication and management to local cultures.,Cover adaptation of marketing and management across cultures.,vriddhi-curated|free,2026-27,BBA,false,,
Assertion: A weaker domestic currency boosts exports. Reason: A weaker currency makes domestic goods cheaper for foreign buyers,International Business,mcq,medium,6,1,Both assertion and reason are true and reason explains assertion|Both are true but reason does not explain assertion|Assertion is true but reason is false|Assertion is false but reason is true,A,A weaker currency lowers the foreign price of exports raising demand.,vriddhi-curated|free,2026-27,BBA,false,,
Match the entry mode to its characteristic,International Business,mcq,medium,3,1,Exporting - lowest investment|Wholly owned subsidiary - lowest control|Licensing - highest investment|Joint venture - no shared risk,A,Exporting requires the least investment while a subsidiary gives full control.,vriddhi-curated|free,2026-27,BBA,false,,
The global institution that lends for long term development projects is the,International Business,mcq,medium,4,1,World Bank|WTO|IMF|OPEC,A,The World Bank finances long term development projects.,vriddhi-curated|free,2026-27,BBA,false,,
The set of agreements promoting free trade among member countries is a,International Business,fill_in_blank,medium,4,1,,free trade area,A free trade area removes barriers among members.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the stages of internationalisation of a firm,International Business,long_answer,medium,3,5,,Firms internationalise through stages from exporting and licensing to joint ventures and wholly owned subsidiaries increasing commitment and control at each step.,Trace the escalation of commitment across stages.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: A firm exporting goods faces payment risk from a foreign buyer. Recommend a payment mechanism that reduces the risk,International Business,case_based,hard,5,5,,The firm should use an irrevocable letter of credit where the buyers bank guarantees payment against compliant documents.,Apply the letter of credit to mitigate payment risk.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: A company plans to enter a foreign market but lacks capital and local knowledge. Recommend an entry mode and justify it,International Business,case_based,hard,3,5,,A joint venture or licensing is best because it shares capital and risk and taps the local partners market knowledge.,Match limited resources to a shared risk entry mode.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the advantages and disadvantages of globalisation,International Business,long_answer,medium,3,5,,Globalisation expands markets lowers costs and spreads technology but also increases competition interdependence and inequality between countries.,Balance economic integration benefits against its costs.,vriddhi-curated|free,2026-27,BBA,false,,
The risk that a foreign government may seize assets is political risk,International Business,true_false,easy,1,1,True|False,A,Political risk includes expropriation and policy changes abroad.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the factors affecting exchange rates,International Business,long_answer,medium,6,5,,Exchange rates are affected by inflation interest rates balance of payments political stability and market speculation.,Cover economic and political determinants of exchange rates.,vriddhi-curated|free,2026-27,BBA,false,,
List the risks in international business,International Business,short_answer,easy,1,2,,Political risk commercial risk currency risk and cultural risk.,These risks make international business more complex.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the meaning and importance of balance of payments,International Business,long_answer,medium,4,5,,The balance of payments records all external transactions and reveals a countrys trade position currency pressures and need for policy adjustment.,Cover the current and capital accounts and their significance.,vriddhi-curated|free,2026-27,BBA,false,,
The term FOB means the seller bears cost up to the ship named by the buyer,International Business,true_false,medium,5,1,True|False,B,FOB means free on board where the seller delivers goods on board the vessel.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the role of export promotion councils in India,International Business,long_answer,medium,5,5,,Export promotion councils assist exporters with market information trade fairs quality and policy inputs to boost exports of specific products.,Cover the support functions of export councils.,vriddhi-curated|free,2026-27,BBA,false,,
A company whose global strategy adapts products to each local market follows,International Business,fill_in_blank,medium,3,1,,localisation,Localisation adapts offerings to local preferences and conditions.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the concept and types of trade blocs,International Business,long_answer,medium,4,5,,Trade blocs range from free trade areas and customs unions to common markets and economic unions with increasing integration among members.,Describe the levels of regional economic integration.,vriddhi-curated|free,2026-27,BBA,false,,
The duty levied on imports to protect domestic industry is a protective tariff,International Business,true_false,easy,4,1,True|False,A,Protective tariffs shield domestic producers from foreign competition.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the stages of economic integration,International Business,long_answer,medium,4,5,,Economic integration proceeds from free trade area and customs union through common market to economic union with increasing harmonisation of policies.,Trace the progression of integration stages.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the factors that determine international competitiveness,International Business,long_answer,medium,1,5,,Competitiveness depends on cost quality technology innovation and supporting institutions as captured in Porters diamond of factor conditions demand and related industries.,Cover cost technology and Porters diamond determinants.,vriddhi-curated|free,2026-27,BBA,false,,
