text,subject,type,difficulty,unit,marks,options,correctAnswer,explanation,tags,batch,branch,isPYQ,examYear,examName
The process by which people select organise and interpret information is,Consumer Behaviour,fill_in_blank,easy,3,1,,perception,Perception shapes how consumers notice and interpret marketing stimuli.,vriddhi-curated|free,2026-27,BBA,false,,
Personality and self concept influence the brands consumers prefer,Consumer Behaviour,true_false,easy,3,1,True|False,A,Consumers choose brands whose image matches their self concept.,vriddhi-curated|free,2026-27,BBA,false,,
List the personal factors influencing consumer behaviour,Consumer Behaviour,short_answer,easy,3,2,,Age occupation economic situation lifestyle and personality.,These personal characteristics shape individual buying decisions.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the role of motivation in consumer behaviour,Consumer Behaviour,long_answer,medium,3,5,,Motivation is the inner drive that activates and directs behaviour toward satisfying needs. Maslows hierarchy and Freuds theory explain the conscious and unconscious motives behind buying.,Cover need arousal and the main motivational theories.,vriddhi-curated|free,2026-27,BBA,false,,
The stage of the decision process where the consumer gathers product information is,Consumer Behaviour,mcq,easy,4,1,Information search|Need recognition|Purchase|Evaluation,A,Information search follows need recognition in the decision process.,vriddhi-curated|free,2026-27,BBA,false,,
The set of brands a consumer considers when making a choice is the,Consumer Behaviour,fill_in_blank,medium,4,1,,evoked set,The evoked set is the subset of brands the consumer actively considers.,vriddhi-curated|free,2026-27,BBA,false,,
Routine purchases require extensive information search by the consumer,Consumer Behaviour,true_false,medium,4,1,True|False,B,Routine low involvement purchases need little or no information search.,vriddhi-curated|free,2026-27,BBA,false,,
Distinguish between routine and extensive problem solving,Consumer Behaviour,short_answer,medium,4,2,,Routine problem solving uses little effort for low involvement goods while extensive problem solving involves deep search for high involvement purchases.,The degree of involvement determines the effort expended.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the stages of the consumer decision process,Consumer Behaviour,long_answer,medium,4,5,,The process moves from need recognition through information search and evaluation of alternatives to purchase and post purchase evaluation with feedback affecting future behaviour.,Trace each stage and its link to the next.,vriddhi-curated|free,2026-27,BBA,false,,
A learned predisposition to respond favourably or unfavourably to an object is an,Consumer Behaviour,mcq,easy,5,1,Attitude|Motive|Perception|Habit,A,Attitudes are learned tendencies to evaluate objects consistently.,vriddhi-curated|free,2026-27,BBA,false,,
The three components of attitude are cognitive affective and,Consumer Behaviour,fill_in_blank,easy,5,1,,behavioural,Attitudes consist of belief feeling and intention components.,vriddhi-curated|free,2026-27,BBA,false,,
Attitudes are learned and can be changed through marketing communication,Consumer Behaviour,true_false,easy,5,1,True|False,A,Since attitudes are learned they can be modified through new information and experience.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the functions of attitudes,Consumer Behaviour,short_answer,medium,5,2,,Attitudes serve utilitarian value expressive ego defensive and knowledge functions for consumers.,Each function explains why consumers hold particular attitudes.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the strategies for changing consumer attitudes,Consumer Behaviour,long_answer,medium,5,5,,Marketers change attitudes by altering beliefs about the brand adding new attributes changing the importance of attributes or repositioning the brand relative to competitors.,Cover belief change and repositioning strategies.,vriddhi-curated|free,2026-27,BBA,false,,
The evaluation a consumer makes after purchase that determines satisfaction is,Consumer Behaviour,mcq,easy,6,1,Post purchase evaluation|Need recognition|Information search|Brand choice,A,Post purchase evaluation compares expectations with performance.,vriddhi-curated|free,2026-27,BBA,false,,
The doubt a buyer feels after a purchase is called,Consumer Behaviour,fill_in_blank,easy,6,1,,cognitive dissonance,Post purchase dissonance is anxiety about whether the right choice was made.,vriddhi-curated|free,2026-27,BBA,false,,
Customer satisfaction results when perceived performance meets or exceeds expectations,Consumer Behaviour,true_false,easy,6,1,True|False,A,Satisfaction is the gap between expectation and actual performance.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the importance of post purchase behaviour for marketers,Consumer Behaviour,short_answer,medium,6,2,,Post purchase satisfaction determines repeat purchase loyalty and word of mouth so marketers must manage expectations and after sales service.,Satisfaction drives retention and recommendation.,vriddhi-curated|free,2026-27,BBA,false,,
Explain how marketers can reduce post purchase dissonance,Consumer Behaviour,long_answer,medium,6,5,,Marketers reduce dissonance through reassuring communication guarantees easy returns and after sales support that confirm the buyers decision.,Cover reassurance guarantees and support mechanisms.,vriddhi-curated|free,2026-27,BBA,false,,
Assertion: Satisfied customers are more likely to be loyal. Reason: Satisfaction leads to repeat purchase and positive word of mouth,Consumer Behaviour,mcq,medium,6,1,Both assertion and reason are true and reason explains assertion|Both are true but reason does not explain assertion|Assertion is true but reason is false|Assertion is false but reason is true,A,Satisfaction builds loyalty through repeat buying and recommendations.,vriddhi-curated|free,2026-27,BBA,false,,
Match the influence to its type,Consumer Behaviour,mcq,medium,2,1,Family - social influence|Personality - social influence|Social class - personal influence|Culture - personal influence,A,Family and social class are social influences while personality is personal.,vriddhi-curated|free,2026-27,BBA,false,,
A consumer who spreads product information to others informally is an,Consumer Behaviour,mcq,easy,2,1,Opinion leader|Adopter|Producer|Distributor,A,Opinion leaders influence others through informal word of mouth.,vriddhi-curated|free,2026-27,BBA,false,,
The process by which people acquire skills knowledge and attitudes is,Consumer Behaviour,fill_in_blank,easy,3,1,,learning,Learning produces relatively permanent changes in behaviour.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the adoption process for a new product,Consumer Behaviour,long_answer,medium,4,5,,Adoption proceeds through awareness interest evaluation trial and adoption as the consumer learns about and accepts the new product.,Trace the stages from first awareness to final adoption.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: A brand of premium watch sells poorly despite high quality because young buyers see it as old fashioned. Diagnose the issue and suggest an attitude change strategy,Consumer Behaviour,case_based,hard,5,5,,Young buyers hold an unfavourable brand attitude. The brand should reposition through modern design celebrity endorsement and digital marketing to change beliefs and associations.,Apply attitude change strategies to the unfavourable perception.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: A customer buys a smartphone and then sees a competitor advertise better features at a lower price and feels regret. Explain the phenomenon and how the seller should respond,Consumer Behaviour,case_based,hard,6,5,,The customer is experiencing cognitive dissonance. The seller should reinforce the decision with reassurance warranty support and follow up communication to reduce doubt.,Diagnose dissonance and propose reassurance measures.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the relationship between consumer behaviour and marketing strategy,Consumer Behaviour,long_answer,medium,1,5,,Consumer behaviour insights guide segmentation targeting positioning and the marketing mix ensuring products prices channels and promotion match consumer needs.,Link consumer understanding to each element of strategy.,vriddhi-curated|free,2026-27,BBA,false,,
Distinguish between high involvement and low involvement purchases,Consumer Behaviour,short_answer,medium,4,2,,High involvement purchases are expensive risky and infrequent requiring deep evaluation while low involvement purchases are routine and need little thought.,Risk and cost determine the level of involvement.,vriddhi-curated|free,2026-27,BBA,false,,
The theory that consumers pass through innovators early adopters and laggards is the,Consumer Behaviour,fill_in_blank,medium,4,1,,diffusion of innovation,Diffusion theory classifies adopters by how quickly they accept innovations.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the factors that determine the level of consumer involvement,Consumer Behaviour,long_answer,medium,4,5,,Involvement depends on price risk self image social visibility and emotional appeal of the product with higher stakes producing higher involvement.,Cover the product and situational factors raising involvement.,vriddhi-curated|free,2026-27,BBA,false,,
A consumer buys the same brand habitually without evaluation. This is,Consumer Behaviour,mcq,medium,4,1,Routine response behaviour|Extensive problem solving|Limited problem solving|Impulse buying,A,Routine response behaviour involves little search and habitual choice.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the psychological factors influencing consumer behaviour,Consumer Behaviour,long_answer,medium,3,5,,Motivation perception learning and attitudes are the key psychological factors that drive and shape how consumers interpret and respond to marketing.,Cover each psychological factor and its effect.,vriddhi-curated|free,2026-27,BBA,false,,
The process of giving meaning to sensory stimuli is called perception,Consumer Behaviour,true_false,easy,3,1,True|False,A,Perception is selecting organising and interpreting stimuli into meaning.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the social factors influencing consumer behaviour,Consumer Behaviour,long_answer,medium,2,5,,Reference groups family roles and status and opinion leaders shape consumer choices by setting norms providing information and exerting pressure to conform.,Cover reference groups family and opinion leaders.,vriddhi-curated|free,2026-27,BBA,false,,
List the types of buying decisions,Consumer Behaviour,short_answer,easy,4,2,,Routine limited problem solving and extensive problem solving decisions.,The types differ by the effort and risk involved.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the concept and determinants of lifestyle,Consumer Behaviour,long_answer,medium,3,5,,Lifestyle is a persons pattern of living expressed in activities interests and opinions and is shaped by culture social class and personality affecting consumption choices.,Cover the AIO framework and its determinants.,vriddhi-curated|free,2026-27,BBA,false,,
The group a person aspires to join is called an aspirational reference group,Consumer Behaviour,true_false,medium,2,1,True|False,A,Aspirational groups are those the individual wishes to belong to.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the importance of consumer behaviour in service marketing,Consumer Behaviour,long_answer,medium,1,5,,Services are intangible and inseparable so understanding consumer expectations perceptions and satisfaction is essential to design and deliver quality service experiences.,Link the special features of services to consumer understanding.,vriddhi-curated|free,2026-27,BBA,false,,
