text,subject,type,difficulty,unit,marks,options,correctAnswer,explanation,tags,batch,branch,isPYQ,examYear,examName
The stage of entrepreneurial development that motivates people to become entrepreneurs is,Entrepreneurship Development,fill_in_blank,medium,1,1,,motivational training,Entrepreneurship development programmes begin by motivating potential entrepreneurs.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the stages of entrepreneurial development programmes,Entrepreneurship Development,long_answer,medium,1,5,,EDPs proceed through pre training to identify and motivate participants training to develop skills and post training follow up support for project implementation.,Cover the pre training training and post training phases.,vriddhi-curated|free,2026-27,BBA,false,,
A business owned and run entirely by one person who bears all risk is a sole proprietorship,Entrepreneurship Development,true_false,easy,4,1,True|False,A,A sole proprietorship is owned by one person with unlimited liability.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the sources of finance for a new venture,Entrepreneurship Development,short_answer,medium,4,2,,Own funds family and friends bank loans venture capital angel investors and government schemes.,These sources provide capital at different stages of the venture.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: An aspiring entrepreneur has an idea for an organic food outlet but limited funds and no market data. Suggest the first three steps she should take,Entrepreneurship Development,case_based,hard,3,5,,She should first conduct market research to test demand then prepare a feasibility study and finally develop a business plan to guide execution and raise finance.,Sequence market research feasibility and business planning.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: A small manufacturing unit has good orders but cannot get a bank loan due to lack of collateral. Suggest a government scheme and an institution that can help,Entrepreneurship Development,case_based,hard,5,5,,The unit can use the Mudra Yojana for collateral free loans and approach SIDBI or a state financial corporation for refinance and guarantee support.,Match the collateral problem to suitable schemes and institutions.,vriddhi-curated|free,2026-27,BBA,false,,
The liability of an entrepreneur in a sole proprietorship is,Entrepreneurship Development,mcq,medium,4,1,Unlimited|Limited to capital|Zero|Limited to profits,A,A sole proprietor has unlimited liability for business debts.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the role of entrepreneurship in employment generation,Entrepreneurship Development,long_answer,medium,1,5,,Entrepreneurs create direct jobs in their ventures and indirect jobs in suppliers and service providers reducing unemployment and raising incomes.,Cover direct and indirect employment effects.,vriddhi-curated|free,2026-27,BBA,false,,
The full form of DIC is District Industries,Entrepreneurship Development,fill_in_blank,medium,5,1,,Centre,District Industries Centres promote small industries at the district level.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the problems faced by entrepreneurs in India,Entrepreneurship Development,long_answer,medium,1,5,,Entrepreneurs face problems of finance infrastructure raw materials marketing competition and bureaucratic procedures in India.,Cover financial infrastructural and market related constraints.,vriddhi-curated|free,2026-27,BBA,false,,
The entrepreneurship development programmes in India were pioneered by the Entrepreneurship Development Institute of India,Entrepreneurship Development,true_false,medium,1,1,True|False,A,The Entrepreneurship Development Institute of India pioneered EDPs in India.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the concept and importance of innovation in entrepreneurship,Entrepreneurship Development,long_answer,medium,1,5,,Innovation is introducing new products processes or methods and it gives the entrepreneur competitive advantage and growth. Schumpeter saw innovation as the core of entrepreneurship.,Link innovation to competitive advantage and Schumpeters view.,vriddhi-curated|free,2026-27,BBA,false,,
List the types of entrepreneurs on the basis of scale,Entrepreneurship Development,short_answer,easy,2,2,,Small scale and large scale entrepreneurs based on the size of investment and operations.,Scale of operations distinguishes these categories.,vriddhi-curated|free,2026-27,BBA,false,,
The scheme that supports startups with funding mentorship and incubation in India is,Entrepreneurship Development,fill_in_blank,medium,6,1,,Startup India,Startup India provides funding incubation and regulatory support to startups.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the role of women entrepreneurs in economic development,Entrepreneurship Development,long_answer,medium,6,5,,Women entrepreneurs create employment empower women raise household income and bring diversity to business contributing to inclusive economic growth.,Cover employment empowerment and inclusive growth benefits.,vriddhi-curated|free,2026-27,BBA,false,,
Distinguish between entrepreneurship and intrapreneurship,Entrepreneurship Development,short_answer,medium,2,2,,Entrepreneurship creates a new independent venture while intrapreneurship innovates within an existing organisation using its resources.,The setting and ownership of the risk distinguish the two.,vriddhi-curated|free,2026-27,BBA,false,,
