text,subject,type,difficulty,unit,marks,options,correctAnswer,explanation,tags,batch,branch,isPYQ,examYear,examName
A bank reconciliation statement is prepared mainly to,Financial Accounting,mcq,easy,4,1,Reconcile the cash book and pass book balances|Prepare final accounts|Record credit sales|Calculate depreciation,A,A BRS explains the difference between the bank balance in the cash book and the pass book.,vriddhi-curated|free,2026-27,BBA,false,,
Cheques issued but not yet presented for payment cause the cash book balance to be,Financial Accounting,mcq,medium,4,1,Higher than the pass book|Lower than the pass book|Equal to the pass book|Unchanged,A,Such cheques are already reduced in the cash book but not yet in the pass book so the cash book balance is lower.,vriddhi-curated|free,2026-27,BBA,false,,
Bank charges debited by the bank appear only in the pass book and reduce the balance,Financial Accounting,true_false,medium,4,1,True|False,A,Bank charges are recorded by the bank first and lower the pass book balance until entered in the cash book.,vriddhi-curated|free,2026-27,BBA,false,,
List any four causes of difference between the cash book and pass book balances,Financial Accounting,short_answer,easy,4,2,,Cheques issued but not presented cheques deposited but not credited bank charges and interest allowed by the bank are common causes.,Timing differences and bank entries unknown to the business cause the gap.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the need for preparing a bank reconciliation statement,Financial Accounting,long_answer,medium,4,5,,A BRS reconciles the two balances so errors and fraud can be detected and delayed items identified. It gives the true bank balance and helps in cash management.,Cover detection of errors prevention of fraud and correct cash position.,vriddhi-curated|free,2026-27,BBA,false,,
The cash book shows a bank balance of 8000. A cheque of 2000 issued is not yet presented. The balance as per pass book will be,Financial Accounting,numerical,medium,4,2,,10000,An unpresented cheque means the pass book still shows the amount so add 2000 to 8000 giving 10000.,vriddhi-curated|free,2026-27,BBA,false,,
The final account that shows the financial position of a business on a date is the,Financial Accounting,mcq,easy,5,1,Balance sheet|Trading account|Profit and loss account|Trial balance,A,The balance sheet is a statement of assets and liabilities on a particular date.,vriddhi-curated|free,2026-27,BBA,false,,
Closing stock appears in which accounts of the final statements,Financial Accounting,mcq,medium,5,1,Trading account and balance sheet|Only trading account|Only balance sheet|Profit and loss account,A,Closing stock is credited to the trading account and shown as a current asset in the balance sheet.,vriddhi-curated|free,2026-27,BBA,false,,
Outstanding expenses are shown in the balance sheet as a,Financial Accounting,fill_in_blank,medium,5,1,,liability,Outstanding expenses are amounts due but unpaid so they are a current liability.,vriddhi-curated|free,2026-27,BBA,false,,
Carriage inward is shown on the debit side of the trading account,Financial Accounting,true_false,easy,5,1,True|False,A,Carriage inward is a direct expense on purchases so it is debited to the trading account.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the difference between capital expenditure and revenue expenditure,Financial Accounting,short_answer,medium,5,2,,Capital expenditure gives benefit over many years and is shown as an asset. Revenue expenditure benefits only the current period and is charged to the profit and loss account.,The distinction rests on the period of benefit derived from the spending.,vriddhi-curated|free,2026-27,BBA,false,,
Describe the adjustments required before preparing final accounts,Financial Accounting,long_answer,hard,5,5,,Key adjustments include closing stock outstanding and prepaid expenses accrued and unearned income depreciation bad debts and provision for doubtful debts. Each adjustment has a dual effect on trading P and L and the balance sheet.,Explain the dual aspect of each adjustment with its placement.,vriddhi-curated|free,2026-27,BBA,false,,
Gross profit is 40000 and operating expenses are 15000. The net profit is,Financial Accounting,numerical,easy,5,2,,25000,Net profit equals gross profit minus operating expenses so 40000 minus 15000 equals 25000.,vriddhi-curated|free,2026-27,BBA,false,,
The amount charged to the profit and loss account each year for the use of a fixed asset is called,Financial Accounting,mcq,easy,6,1,Depreciation|Appreciation|Capital|Interest,A,Depreciation allocates the cost of a fixed asset over its useful life.,vriddhi-curated|free,2026-27,BBA,false,,
Under the straight line method depreciation is calculated on the,Financial Accounting,mcq,medium,6,1,Original cost|Book value|Market value|Scrap value,A,Straight line depreciation charges a fixed percentage on the original cost each year.,vriddhi-curated|free,2026-27,BBA,false,,
The written down value method of depreciation charges a higher amount in the early years,Financial Accounting,true_false,easy,6,1,True|False,A,The WDV method applies a fixed rate to the reducing balance so depreciation is higher in early years.,vriddhi-curated|free,2026-27,BBA,false,,
The system of accounting that ignores the double entry principle and keeps incomplete records is called,Financial Accounting,fill_in_blank,easy,6,1,,single entry,Single entry keeps only personal and cash accounts and no complete double entry record.,vriddhi-curated|free,2026-27,BBA,false,,
State the methods of calculating depreciation,Financial Accounting,short_answer,easy,6,2,,The main methods are straight line method written down value method and annuity and machine hour methods.,Straight line and WDV are the two most common methods.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the causes of depreciation of fixed assets,Financial Accounting,long_answer,medium,6,5,,Depreciation arises from wear and tear from use passage of time obsolescence due to new technology and depletion of natural resources. It matches the cost of the asset with the revenue it earns.,Cover physical deterioration obsolescence and the matching principle.,vriddhi-curated|free,2026-27,BBA,false,,
A machine costs 100000 with scrap value 10000 and useful life ten years. Annual depreciation under straight line method is,Financial Accounting,numerical,medium,6,2,,9000,Depreciation equals cost minus scrap divided by life so 90000 divided by 10 equals 9000.,vriddhi-curated|free,2026-27,BBA,false,,
Which account is credited when a cheque received from a customer is deposited in the bank,Financial Accounting,mcq,medium,2,1,Bank account|Customer account|Cash account|Sales account,B,The customer account is credited and the bank account is debited when a cheque is banked.,vriddhi-curated|free,2026-27,BBA,false,,
Assertion: A trial balance that agrees is proof that no errors exist. Reason: Some errors do not affect the equality of debits and credits,Financial Accounting,mcq,hard,2,1,Assertion is false but reason is true|Both assertion and reason are true and reason explains assertion|Both are true but reason does not explain assertion|Assertion is true but reason is false,A,Errors of omission and compensating errors do not disturb the trial balance so a tallied trial balance is not conclusive proof.,vriddhi-curated|free,2026-27,BBA,false,,
Match the book to its content,Financial Accounting,mcq,medium,3,1,Sales book - credit sales|Purchases book - cash sales|Cash book - credit purchases|Journal proper - petty expenses,A,The sales book records credit sales while the cash book records cash transactions.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: A firm paid 12000 as insurance premium for the year. Only 3000 relates to the current period. Identify the amount to be charged to the profit and loss account and the amount to be shown as an asset,Financial Accounting,case_based,hard,5,5,,3000 is charged to the profit and loss account as insurance expense and 9000 is shown as prepaid insurance under current assets.,Only the current years portion is an expense and the balance is prepaid.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: The cash book shows an overdraft of 5000. A cheque of 1500 deposited is not yet credited by the bank. Calculate the balance as per the pass book and state whether it is an overdraft,Financial Accounting,case_based,hard,4,5,,The pass book shows a larger overdraft of 6500. Since the deposit is not credited by the bank the pass book overdraft is 5000 plus 1500 which equals 6500.,An uncredited deposit increases the overdraft balance in the pass book.,vriddhi-curated|free,2026-27,BBA,false,,
A business bought goods worth 40000 with a trade discount of ten percent. The amount to be recorded in the purchases book is,Financial Accounting,numerical,medium,3,2,,36000,Trade discount is deducted before recording so 40000 minus ten percent equals 36000.,vriddhi-curated|free,2026-27,BBA,false,,
The balance of the trading account that shows excess of expenses over income from operations is a gross,Financial Accounting,fill_in_blank,medium,5,1,,loss,When the debit side of the trading account exceeds the credit side the result is a gross loss.,vriddhi-curated|free,2026-27,BBA,false,,
Bad debts written off are shown in the profit and loss account as a loss,Financial Accounting,true_false,easy,5,1,True|False,A,Bad debts are irrecoverable amounts and are treated as a loss in the profit and loss account.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the limitations of single entry system of accounting,Financial Accounting,long_answer,medium,6,5,,Single entry does not provide a complete double entry record so a true and fair view is not possible. A trial balance cannot be prepared and errors and fraud are hard to detect. It is difficult to value assets and compute accurate profit.,Cover absence of trial balance difficulty of detection and unreliable profit figures.,vriddhi-curated|free,2026-27,BBA,false,,
