text,subject,type,difficulty,unit,marks,options,correctAnswer,explanation,tags,batch,branch,isPYQ,examYear,examName
Distinguish between a sale and an agreement to sell,Business Law,short_answer,medium,3,2,,In a sale property in goods transfers immediately while in an agreement to sell it transfers at a future time or on a condition.,The timing of ownership transfer is the key difference.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the doctrine of caveat emptor and its exceptions,Business Law,long_answer,medium,3,5,,Caveat emptor means let the buyer beware so the buyer must examine goods before purchase. Exceptions arise for fitness for purpose merchantable quality and sale by sample.,State the rule then the exceptions protecting the buyer.,vriddhi-curated|free,2026-27,BBA,false,,
A written promise to pay a fixed sum of money on demand is a,Business Law,mcq,easy,4,1,Promissory note|Receipt|Invoice|Voucher,A,A promissory note is an unconditional written promise to pay a fixed sum.,vriddhi-curated|free,2026-27,BBA,false,,
A bill of exchange contains an order to pay whereas a promissory note contains a,Business Law,fill_in_blank,medium,4,1,,promise,A bill orders payment while a note promises payment.,vriddhi-curated|free,2026-27,BBA,false,,
A cheque is a bill of exchange drawn on a banker and payable on demand,Business Law,true_false,easy,4,1,True|False,A,A cheque is a special bill of exchange drawn on a banker payable on demand.,vriddhi-curated|free,2026-27,BBA,false,,
Define a negotiable instrument and list its types,Business Law,short_answer,easy,4,2,,A negotiable instrument is freely transferable by delivery and includes promissory notes bills of exchange and cheques.,These instruments can pass from person to person freely.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the distinction between a bill of exchange and a cheque,Business Law,long_answer,medium,4,5,,A cheque is always drawn on a banker and payable on demand while a bill may be drawn on any person and may be payable after time. A cheque needs no acceptance but a bill usually requires it.,Cover the drawee payable on demand and acceptance differences.,vriddhi-curated|free,2026-27,BBA,false,,
A company is an artificial legal person created by,Business Law,mcq,easy,5,1,Law|Shareholders|Directors|Government,A,A company is a legal person created by law distinct from its members.,vriddhi-curated|free,2026-27,BBA,false,,
The document that defines the external objects and powers of a company is the,Business Law,fill_in_blank,medium,5,1,,memorandum of association,The memorandum states the objects and scope of the company.,vriddhi-curated|free,2026-27,BBA,false,,
A company has perpetual succession meaning its existence continues regardless of member changes,Business Law,true_false,easy,5,1,True|False,A,Perpetual succession means the company continues despite changes in membership.,vriddhi-curated|free,2026-27,BBA,false,,
State the characteristics of a company,Business Law,short_answer,easy,5,2,,Separate legal entity perpetual succession limited liability common seal and transferable shares.,These features distinguish a company from other forms of business.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the doctrine of separate legal entity with reference to a leading case,Business Law,long_answer,medium,5,5,,A company is distinct from its members as held in Salomon versus Salomon. Shareholders are not personally liable for company debts beyond their shares.,Explain the corporate veil and the Salomon principle.,vriddhi-curated|free,2026-27,BBA,false,,
The Act that protects consumers against unfair trade practices is the,Business Law,mcq,easy,6,1,Consumer Protection Act|Contract Act|Sale of Goods Act|Companies Act,A,The Consumer Protection Act safeguards consumer rights and provides redressal.,vriddhi-curated|free,2026-27,BBA,false,,
The three tier consumer dispute redressal machinery ends at the,Business Law,fill_in_blank,medium,6,1,,National Commission,District State and National Commissions form the three tiers.,vriddhi-curated|free,2026-27,BBA,false,,
The Competition Act aims to prevent anti competitive agreements and abuse of dominance,Business Law,true_false,easy,6,1,True|False,A,The Competition Act 2002 regulates anti competitive practices and combinations.,vriddhi-curated|free,2026-27,BBA,false,,
List any four consumer rights,Business Law,short_answer,easy,6,2,,Right to safety information choice to be heard and redressal.,These rights protect consumers in the marketplace.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the objectives of the Consumer Protection Act,Business Law,long_answer,medium,6,5,,The Act protects consumers from unfair trade practices and defective goods and services and provides simple speedy and inexpensive redressal of grievances.,Cover protection and the redressal machinery.,vriddhi-curated|free,2026-27,BBA,false,,
Assertion: A minor cannot enter into a valid contract. Reason: The law presumes a minor lacks the capacity to contract,Business Law,mcq,medium,1,1,Both assertion and reason are true and reason explains assertion|Both are true but reason does not explain assertion|Assertion is true but reason is false|Assertion is false but reason is true,A,Incapacity of minors makes their agreements void ab initio.,vriddhi-curated|free,2026-27,BBA,false,,
Match the instrument to its nature,Business Law,mcq,medium,4,1,Cheque - drawn on a banker|Promissory note - an order to pay|Bill of exchange - a promise to pay|Receipt - a negotiable instrument,A,A cheque is drawn on a banker while a note is a promise and a bill is an order.,vriddhi-curated|free,2026-27,BBA,false,,
Consent obtained by threatening harm is obtained by,Business Law,mcq,medium,1,1,Coercion|Undue influence|Misrepresentation|Fraud,A,Coercion involves threats to obtain consent unlawfully.,vriddhi-curated|free,2026-27,BBA,false,,
The person who is represented by an agent is called the,Business Law,fill_in_blank,easy,2,1,,principal,The principal authorises the agent to act on his behalf.,vriddhi-curated|free,2026-27,BBA,false,,
The Sale of Goods Act applies to immovable property,Business Law,true_false,easy,3,1,True|False,B,The Act applies only to movable goods and not to immovable property.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the conditions and warranties in a contract of sale,Business Law,short_answer,medium,3,2,,A condition is essential to the contract and its breach allows repudiation while a warranty is collateral and its breach only allows damages.,The remedy differs because conditions are more fundamental.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the types of companies under the Companies Act,Business Law,long_answer,medium,5,5,,Companies may be classified by incorporation as chartered statutory or registered by liability as limited or unlimited and as private or public.,Classify companies on the bases of incorporation liability and membership.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: A offers to sell his car to B for 200000 but B replies accepting at 180000. Explain the legal position of Bs reply,Business Law,case_based,hard,1,5,,Bs reply is a counter offer which rejects the original offer. No contract is formed and B cannot later accept the original offer unless A renews it.,A counter offer destroys the original offer.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: A company sells a defective machine that injures a worker despite a disclaimer in the contract. Explain whether the consumer can claim under consumer law,Business Law,case_based,hard,6,5,,The consumer can claim for a defective product and unfair practice as the right to safety and redressal cannot be excluded by a disclaimer under the Consumer Protection Act.,Statutory consumer rights override contractual disclaimers.,vriddhi-curated|free,2026-27,BBA,false,,
The concept of a company having a personality distinct from its members is called,Business Law,fill_in_blank,medium,5,1,,corporate veil,The corporate veil separates the company from its shareholders.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the concept of free consent and the factors vitiating it,Business Law,long_answer,medium,1,5,,Free consent means agreeing without coercion undue influence fraud misrepresentation or mistake. Any of these factors makes consent not free and may make the contract voidable.,Cover each vitiating factor and its effect on the contract.,vriddhi-curated|free,2026-27,BBA,false,,
A contract entered into by an agent within authority binds the principal,Business Law,true_false,medium,2,1,True|False,A,An agent acting within authority binds the principal to third parties.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the rights of an unpaid seller,Business Law,long_answer,medium,3,5,,An unpaid seller has rights against the goods including lien stoppage in transit and resale and rights against the buyer for the price and damages.,Distinguish rights against goods from rights against the buyer.,vriddhi-curated|free,2026-27,BBA,false,,
Define consideration and state its legal rules,Business Law,short_answer,medium,1,2,,Consideration is something of value given in return for a promise and must be real lawful and need not be adequate.,Consideration must move at the desire of the promisor and be lawful.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the procedure for the incorporation of a company,Business Law,long_answer,medium,5,5,,Incorporation requires filing the memorandum and articles with the registrar paying fees and obtaining the certificate of incorporation which gives the company legal existence.,Trace the steps from documents to the certificate of incorporation.,vriddhi-curated|free,2026-27,BBA,false,,
The winding up of a company brings its existence to an end,Business Law,true_false,easy,5,1,True|False,A,Winding up liquidates assets and ends the companys existence.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the meaning and kinds of agency,Business Law,long_answer,medium,2,5,,Agency is the relationship where an agent acts for a principal. It may arise by express or implied agreement ratification or necessity.,Describe the modes by which agency is created.,vriddhi-curated|free,2026-27,BBA,false,,
A bill of exchange that is payable at sight is called a demand bill,Business Law,true_false,medium,4,1,True|False,A,A demand bill is payable immediately on presentation.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the remedies available to a consumer under the Consumer Protection Act,Business Law,long_answer,medium,6,5,,Consumers may seek removal of defects replacement refund of price compensation and cessation of unfair practices through the district state or national commissions.,Cover the remedies and the redressal forums.,vriddhi-curated|free,2026-27,BBA,false,,
