text,subject,type,difficulty,unit,marks,options,correctAnswer,explanation,tags,batch,branch,isPYQ,examYear,examName
Read the case: A retailer notices falling sales of a mature product line and rising customer complaints about features. Identify the life cycle stage and recommend a marketing response,Marketing Management,case_based,hard,4,5,,The product is in maturity moving toward decline. The retailer should modify the product repackage or reposition it and adjust promotion to revive demand.,Diagnose the stage and propose product and promotion modifications.,vriddhi-curated|free,2026-27,BBA,false,,
Which of the following is a non controllable element of the marketing environment,Marketing Management,mcq,medium,1,1,Competitors|Product design|Price|Promotion,A,Competitors are part of the external environment outside the firms control.,vriddhi-curated|free,2026-27,BBA,false,,
The philosophy that the best way to satisfy customers is through continuous quality improvement is called,Marketing Management,fill_in_blank,medium,1,1,,total quality management,TQM makes quality a central part of delivering customer value.,vriddhi-curated|free,2026-27,BBA,false,,
Relationship marketing focuses on building long term relationships with customers rather than single transactions,Marketing Management,true_false,medium,1,1,True|False,A,Relationship marketing aims to retain customers and build loyalty.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the difference between marketing and selling,Marketing Management,short_answer,medium,1,2,,Selling focuses on the needs of the seller and pushing the product while marketing focuses on customer needs and creating value.,Marketing is customer centred while selling is product centred.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the importance of branding to a marketer,Marketing Management,long_answer,medium,4,5,,Branding differentiates the product builds customer loyalty commands premium prices and simplifies the buyers choice. A strong brand is a durable competitive asset.,Cover differentiation loyalty pricing power and ease of choice.,vriddhi-curated|free,2026-27,BBA,false,,
Describe the methods of sales promotion,Marketing Management,long_answer,medium,4,5,,Sales promotion includes consumer tools like samples coupons and contests and trade tools like dealer discounts and allowances that stimulate short term buying.,Distinguish consumer oriented and trade oriented promotion tools.,vriddhi-curated|free,2026-27,BBA,false,,
A market where buyers outnumber sellers and prices are set by supply and demand is a competitive market,Marketing Management,true_false,easy,1,1,True|False,A,In competitive markets no single buyer or seller controls the price.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the role of marketing information systems in decision making,Marketing Management,long_answer,medium,5,5,,A marketing information system collects stores and analyses internal and external data and supplies managers with timely information for planning control and decisions.,Cover the components and how MIS supports decisions.,vriddhi-curated|free,2026-27,BBA,false,,
List any four functions of marketing,Marketing Management,short_answer,easy,1,2,,Buying selling transportation storage financing and risk bearing.,These exchange and physical distribution functions move goods to consumers.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the advantages and disadvantages of advertising,Marketing Management,long_answer,medium,4,5,,Advertising reaches a mass audience builds awareness and brand image economically. Its drawbacks are high total cost impersonal nature and difficulty measuring direct effect on sales.,Balance reach and image building against cost and measurability.,vriddhi-curated|free,2026-27,BBA,false,,
