text,subject,type,difficulty,unit,marks,options,correctAnswer,explanation,tags,batch,branch,isPYQ,examYear,examName
Explain the importance of information system security,Management Information Systems,long_answer,medium,5,5,,Security protects data from loss theft and unauthorised access ensuring confidentiality integrity and availability and maintaining trust and legal compliance.,Cover the CIA triad and trust and compliance.,vriddhi-curated|free,2026-27,BBA,false,,
Conducting business electronically over the internet is,Management Information Systems,mcq,easy,6,1,E business|Telephone business|Mail order|Traditional retail,A,E business uses the internet for business processes and commerce.,vriddhi-curated|free,2026-27,BBA,false,,
The system that integrates all departments of an organisation is,Management Information Systems,fill_in_blank,easy,6,1,,enterprise resource planning,ERP unifies finance HR production and supply chain data.,vriddhi-curated|free,2026-27,BBA,false,,
Artificial intelligence enables systems to mimic human reasoning,Management Information Systems,true_false,easy,6,1,True|False,A,AI gives systems the ability to learn and reason like humans.,vriddhi-curated|free,2026-27,BBA,false,,
List the advantages of e commerce,Management Information Systems,short_answer,easy,6,2,,Wider reach lower cost convenience and round the clock availability.,E commerce expands market access and reduces operating costs.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the benefits and challenges of ERP systems,Management Information Systems,long_answer,medium,6,5,,ERP integrates data and processes improving efficiency and decision making but is costly complex and disruptive to implement.,Balance integration benefits against implementation cost and risk.,vriddhi-curated|free,2026-27,BBA,false,,
Assertion: A database reduces data redundancy. Reason: Data is stored once and shared across applications,Management Information Systems,mcq,medium,4,1,Both assertion and reason are true and reason explains assertion|Both are true but reason does not explain assertion|Assertion is true but reason is false|Assertion is false but reason is true,A,Single storage and shared access eliminate duplicate copies.,vriddhi-curated|free,2026-27,BBA,false,,
Match the system to its user,Management Information Systems,mcq,medium,1,1,Executive system - top management|Transaction system - top management|Decision support - clerks|MIS - only external users,A,Executive systems serve top management while transaction systems serve operations.,vriddhi-curated|free,2026-27,BBA,false,,
The detailed description of how a system will be built is the,Management Information Systems,mcq,medium,5,1,System design|Feasibility study|Maintenance|Audit,A,System design specifies how the system meets requirements.,vriddhi-curated|free,2026-27,BBA,false,,
The study of whether a proposed system is technically and economically possible is,Management Information Systems,fill_in_blank,medium,5,1,,feasibility study,A feasibility study assesses technical economic and operational viability.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the impact of information technology on organisations,Management Information Systems,long_answer,medium,1,5,,IT flattens structures speeds communication enables new business models and improves decision making while demanding new skills and security.,Cover structural communication and decision benefits and challenges.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: A retailer has inventory data scattered across three separate systems causing overstocking. Recommend a solution,Management Information Systems,case_based,hard,6,5,,The retailer should implement an ERP system to integrate the three systems into one database giving a single accurate view of inventory.,Apply ERP to consolidate fragmented data.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: A manager must decide whether to open a new store but data is scattered in reports. Suggest a system to help analyse the decision,Management Information Systems,case_based,hard,3,5,,A decision support system would let the manager model sales and costs under different scenarios to compare the options before deciding.,Apply DSS modelling to support the what if analysis.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the types of e commerce,Management Information Systems,long_answer,medium,6,5,,E commerce includes business to consumer business to business consumer to consumer and consumer to business transactions each linking different parties.,Describe each type by the parties involved.,vriddhi-curated|free,2026-27,BBA,false,,
A primary key uniquely identifies each record in a database table,Management Information Systems,true_false,easy,4,1,True|False,A,A primary key uniquely identifies each row in a table.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the role of MIS in decision making,Management Information Systems,long_answer,medium,1,5,,MIS provides accurate timely and relevant information that reduces uncertainty and supports structured semi structured and strategic decisions across management levels.,Link information provision to better decisions.,vriddhi-curated|free,2026-27,BBA,false,,
List the threats to information systems,Management Information Systems,short_answer,easy,5,2,,Hacking viruses malware insider misuse and natural disasters.,These threats compromise data and system availability.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the measures for securing information systems,Management Information Systems,long_answer,medium,5,5,,Security measures include access control passwords encryption firewalls backups and antivirus software combined with policies and user training.,Cover technical and administrative safeguards.,vriddhi-curated|free,2026-27,BBA,false,,
The data that describes other data is called metadata,Management Information Systems,true_false,medium,4,1,True|False,A,Metadata is data about data describing its structure and meaning.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the evolution of MIS,Management Information Systems,long_answer,medium,1,5,,MIS evolved from transaction processing through management reporting and decision support to enterprise and strategic systems integrated by the internet.,Trace the stages from TPS to modern integrated systems.,vriddhi-curated|free,2026-27,BBA,false,,
The process of extracting useful patterns from large data sets is data,Management Information Systems,fill_in_blank,medium,4,1,,mining,Data mining discovers patterns and relationships in large data sets.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the importance of data quality in information systems,Management Information Systems,long_answer,medium,4,5,,Poor data quality leads to wrong decisions so accuracy completeness timeliness and consistency of data are essential for reliable information and systems.,Link data quality to decision reliability.,vriddhi-curated|free,2026-27,BBA,false,,
Cloud computing delivers computing services over the internet on demand,Management Information Systems,true_false,easy,6,1,True|False,A,Cloud computing provides on demand internet based computing resources.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the benefits of cloud computing for business,Management Information Systems,long_answer,medium,6,5,,Cloud computing reduces capital cost offers scalability and flexibility and enables remote access and collaboration with pay per use pricing.,Cover cost scalability and accessibility benefits.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the limitations of management information systems,Management Information Systems,long_answer,medium,1,5,,MIS limitations include high cost dependence on quality input resistance to change and the inability to handle all unstructured decisions.,Cover cost data quality and human limitations.,vriddhi-curated|free,2026-27,BBA,false,,
