text,subject,type,difficulty,unit,marks,options,correctAnswer,explanation,tags,batch,branch,isPYQ,examYear,examName
A market with many sellers selling differentiated products is called,Business Economics I,mcq,easy,4,1,Monopolistic competition|Perfect competition|Monopoly|Oligopoly,A,Monopolistic competition has many firms each selling a slightly differentiated product.,vriddhi-curated|free,2026-27,BBA,false,,
A market with a single seller and no close substitutes is a,Business Economics I,fill_in_blank,easy,4,1,,monopoly,A monopoly is a single seller with barriers to entry and no close substitutes.,vriddhi-curated|free,2026-27,BBA,false,,
In perfect competition the firm is a price taker,Business Economics I,true_false,easy,4,1,True|False,A,With many small firms none can influence the market price.,vriddhi-curated|free,2026-27,BBA,false,,
List the features of perfect competition,Business Economics I,short_answer,easy,4,2,,Large number of buyers and sellers homogeneous product free entry and exit and perfect knowledge.,These features make each firm a price taker.,vriddhi-curated|free,2026-27,BBA,false,,
Explain how price and output are determined under monopoly,Business Economics I,long_answer,medium,4,5,,A monopolist faces the whole market demand and maximises profit where marginal revenue equals marginal cost. It sets a price on the demand curve above marginal cost so output is lower and price higher than competition.,Cover the MR equals MC rule and the resulting higher price and restricted output.,vriddhi-curated|free,2026-27,BBA,false,,
Assertion: A monopolist can earn abnormal profits in the long run. Reason: Barriers to entry prevent new firms from entering the market,Business Economics I,mcq,medium,4,1,Both assertion and reason are true and reason explains assertion|Both are true but reason does not explain assertion|Assertion is true but reason is false|Assertion is false but reason is true,A,Barriers to entry protect the monopolist from competition allowing persistent abnormal profit.,vriddhi-curated|free,2026-27,BBA,false,,
The payment made for the use of land is called,Business Economics I,mcq,easy,5,1,Rent|Wages|Interest|Profit,A,Rent is the reward to land wages to labour interest to capital and profit to the entrepreneur.,vriddhi-curated|free,2026-27,BBA,false,,
The reward paid to the entrepreneur for bearing risk and uncertainty is,Business Economics I,fill_in_blank,easy,5,1,,profit,Profit rewards the entrepreneur for organisation and risk bearing.,vriddhi-curated|free,2026-27,BBA,false,,
According to Ricardian theory rent arises due to the differing fertility of land,Business Economics I,true_false,medium,5,1,True|False,A,Ricardo attributed rent to the superior productivity of better land over the marginal land.,vriddhi-curated|free,2026-27,BBA,false,,
Define wages and explain the difference between nominal and real wages,Business Economics I,short_answer,medium,5,2,,Wages are the payment to labour. Nominal wages are money paid while real wages are the goods and services that money wages can buy.,Real wages adjust nominal wages for the price level.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the marginal productivity theory of distribution,Business Economics I,long_answer,hard,5,5,,Under perfect competition each factor is paid the value of its marginal product. A firm employs a factor until its marginal revenue product equals its price so every factor is rewarded according to its contribution.,Cover the MRP equals factor price condition and its assumptions.,vriddhi-curated|free,2026-27,BBA,false,,
If the market demand curve for a firm is horizontal the firm operates under,Business Economics I,mcq,medium,4,1,Perfect competition|Monopoly|Monopolistic competition|Oligopoly,A,A perfectly elastic horizontal demand curve means the firm cannot change the market price.,vriddhi-curated|free,2026-27,BBA,false,,
Two firms control an entire market between them. This market structure is a,Business Economics I,mcq,medium,4,1,Duopoly|Monopoly|Perfect competition|Monopsony,A,A duopoly is a special case of oligopoly with only two firms.,vriddhi-curated|free,2026-27,BBA,false,,
Match the term to its definition,Business Economics I,mcq,medium,4,1,Oligopoly - few interdependent firms|Monopoly - many price takers|Perfect competition - single seller|Monopolistic competition - no product differentiation,A,Oligopoly is few interdependent firms while monopoly is a single seller.,vriddhi-curated|free,2026-27,BBA,false,,
A good for which demand rises as its price rises is called a,Business Economics I,mcq,medium,2,1,Giffen good|Normal good|Inferior good|Complementary good,A,Giffen goods have a positive price-demand relationship because their income effect outweighs substitution.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: A bakery finds that raising the price of cakes reduces its total revenue while raising the price of bread raises total revenue. Compare the elasticity of demand for the two products,Business Economics I,case_based,hard,2,5,,Demand for cakes is elastic because a price rise lowers total revenue as quantity falls sharply. Demand for bread is inelastic because a price rise raises total revenue as quantity falls only slightly.,Relate the total revenue test to the elasticity of each product.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: A firm produces 100 units at an average cost of 50 and a market price of 80. Calculate total revenue total cost and profit per unit,Business Economics I,case_based,medium,3,5,,Total revenue is 100 times 80 which equals 8000. Total cost is 100 times 50 which equals 5000. Profit is 3000 and profit per unit is 30.,Profit equals total revenue minus total cost.,vriddhi-curated|free,2026-27,BBA,false,,
The responsiveness of quantity demanded to a change in income is called,Business Economics I,mcq,easy,2,1,Income elasticity|Price elasticity|Cross elasticity|Arc elasticity,A,Income elasticity measures how demand responds to changes in consumer income.,vriddhi-curated|free,2026-27,BBA,false,,
Cross elasticity of demand between complementary goods is positive,Business Economics I,true_false,hard,2,1,True|False,B,Complements have negative cross elasticity while substitutes have positive cross elasticity.,vriddhi-curated|free,2026-27,BBA,false,,
The output where marginal cost equals marginal revenue is called the,Business Economics I,fill_in_blank,medium,4,1,,equilibrium output,A firm maximises profit by producing where marginal cost equals marginal revenue.,vriddhi-curated|free,2026-27,BBA,false,,
When average cost falls as output rises the firm enjoys economies of,Business Economics I,fill_in_blank,easy,3,1,,scale,Economies of scale reduce long run average cost as output expands.,vriddhi-curated|free,2026-27,BBA,false,,
A consumer buys 30 units of a good at a price of 10 per unit. Total expenditure is,Business Economics I,numerical,easy,2,2,,300,Total expenditure equals price times quantity so 10 times 30 equals 300.,vriddhi-curated|free,2026-27,BBA,false,,
The demand curve of a monopolist is the market demand curve itself,Business Economics I,true_false,easy,4,1,True|False,A,A monopolist is the only seller so it faces the entire downward sloping market demand.,vriddhi-curated|free,2026-27,BBA,false,,
State the assumptions of the law of demand,Business Economics I,short_answer,easy,2,2,,Income tastes and prices of related goods remain constant and there is no expectation of future price change.,These ceteris paribus assumptions keep the law of demand valid.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the concept of production function,Business Economics I,long_answer,medium,3,5,,A production function shows the maximum output obtainable from given quantities of inputs with a given technology. It relates inputs to output and underlies the analysis of returns and costs.,Cover the input output relationship and the role of technology.,vriddhi-curated|free,2026-27,BBA,false,,
Total utility from consuming units is 0 20 35 45 50 50 45 for seven successive units. Marginal utility of the fourth unit is,Business Economics I,numerical,medium,6,2,,10,Marginal utility of the fourth unit is total utility of four units minus that of three units so 45 minus 35 equals 10.,vriddhi-curated|free,2026-27,BBA,false,,
