text,subject,type,difficulty,unit,marks,options,correctAnswer,explanation,tags,batch,branch,isPYQ,examYear,examName
Explain the importance of capital budgeting,Financial Management,long_answer,medium,3,5,,Capital budgeting involves large irreversible long term commitments that determine the firms future profitability and risk so careful evaluation is essential.,Cover size irreversibility and long term impact of investment decisions.,vriddhi-curated|free,2026-27,BBA,false,,
A project costs 50000 and earns a constant 10000 per year. Its payback period is,Financial Management,numerical,easy,3,2,,5 years,Payback equals investment divided by annual inflow so 50000 divided by 10000 equals five years.,vriddhi-curated|free,2026-27,BBA,false,,
The rate a firm must pay to obtain funds is its,Financial Management,mcq,easy,4,1,Cost of capital|Dividend rate|Payback rate|Growth rate,A,The cost of capital is the minimum return required by suppliers of funds.,vriddhi-curated|free,2026-27,BBA,false,,
The mix of debt and equity used to finance a firm is its capital,Financial Management,fill_in_blank,easy,4,1,,structure,Capital structure is the proportion of debt and equity financing.,vriddhi-curated|free,2026-27,BBA,false,,
Financial leverage is the use of fixed cost debt to magnify returns to shareholders,Financial Management,true_false,medium,4,1,True|False,A,Leverage uses debt whose fixed interest amplifies both gains and losses.,vriddhi-curated|free,2026-27,BBA,false,,
Define cost of capital and its significance,Financial Management,short_answer,medium,4,2,,Cost of capital is the minimum return a firm must earn to satisfy its investors and it is used as the discount rate and investment hurdle.,It is the benchmark for accepting investments.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the factors determining capital structure,Financial Management,long_answer,medium,4,5,,Capital structure depends on trading on equity tax benefits cost of debt financial risk control considerations and market conditions balancing cheaper debt against the risk of fixed charges.,Cover the benefits of debt against its financial risk.,vriddhi-curated|free,2026-27,BBA,false,,
The management of current assets and current liabilities is,Financial Management,mcq,easy,5,1,Working capital management|Capital budgeting|Dividend policy|Portfolio management,A,Working capital management handles day to day current assets and liabilities.,vriddhi-curated|free,2026-27,BBA,false,,
Current assets minus current liabilities equals,Financial Management,fill_in_blank,easy,5,1,,net working capital,Net working capital is the excess of current assets over current liabilities.,vriddhi-curated|free,2026-27,BBA,false,,
Excessive working capital is as harmful as inadequate working capital,Financial Management,true_false,medium,5,1,True|False,A,Too much working capital ties up funds unproductively while too little causes insolvency.,vriddhi-curated|free,2026-27,BBA,false,,
List the components of working capital,Financial Management,short_answer,easy,5,2,,Cash inventory receivables and short term investments on the asset side and payables on the liability side.,These current items must be managed for liquidity.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the factors determining working capital requirements,Financial Management,long_answer,medium,5,5,,Working capital needs depend on the nature of business operating cycle seasonality credit policy inventory turnover and growth. Longer cycles and slower turnover raise the requirement.,Cover the business and policy factors affecting the level of working capital.,vriddhi-curated|free,2026-27,BBA,false,,
If current assets are 80000 and current liabilities are 50000 the net working capital is,Financial Management,numerical,easy,5,2,,30000,Net working capital equals current assets minus current liabilities so 80000 minus 50000 equals 30000.,vriddhi-curated|free,2026-27,BBA,false,,
The decision on how much profit to distribute to shareholders is the,Financial Management,mcq,easy,6,1,Dividend decision|Investment decision|Financing decision|Working capital decision,A,The dividend decision determines how much earnings are paid out versus retained.,vriddhi-curated|free,2026-27,BBA,false,,
A dividend paid in the form of additional shares rather than cash is a,Financial Management,fill_in_blank,medium,6,1,,stock dividend,A stock or bonus dividend distributes shares instead of cash.,vriddhi-curated|free,2026-27,BBA,false,,
Retained earnings are an internal source of finance,Financial Management,true_false,easy,6,1,True|False,A,Retained earnings are profits ploughed back making them an internal source.,vriddhi-curated|free,2026-27,BBA,false,,
List the sources of long term finance,Financial Management,short_answer,easy,6,2,,Equity shares preference shares debentures retained earnings and term loans.,These provide long term capital for the firm.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the theories of dividend policy,Financial Management,long_answer,hard,6,5,,The relevance theory argues dividends affect value while the irrelevance theory of Modigliani and Miller holds that value depends only on investment policy under perfect markets.,Present both the relevance and irrelevance positions.,vriddhi-curated|free,2026-27,BBA,false,,
Assertion: Debt is cheaper than equity as a source of finance. Reason: Interest on debt is tax deductible while dividends are not,Financial Management,mcq,medium,4,1,Both assertion and reason are true and reason explains assertion|Both are true but reason does not explain assertion|Assertion is true but reason is false|Assertion is false but reason is true,A,The tax shield on interest makes the effective cost of debt lower than equity.,vriddhi-curated|free,2026-27,BBA,false,,
Match the decision to its question,Financial Management,mcq,medium,1,1,Investment decision - where to invest funds|Financing decision - how much profit to pay|Dividend decision - which assets to buy|Working capital - long term borrowing,A,The investment decision concerns where to deploy funds.,vriddhi-curated|free,2026-27,BBA,false,,
The internal rate of return is the discount rate at which net present value becomes,Financial Management,fill_in_blank,medium,3,1,,zero,IRR is the rate that equates the present value of inflows with the outlay.,vriddhi-curated|free,2026-27,BBA,false,,
A project with a positive net present value should be accepted,Financial Management,true_false,easy,3,1,True|False,A,Positive NPV means the project earns more than the cost of capital.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the difference between gross and net working capital,Financial Management,short_answer,medium,5,2,,Gross working capital is total current assets while net working capital is current assets minus current liabilities.,Gross focuses on assets while net shows the liquidity cushion.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: A firm must choose between a machine costing 100000 with a five year life and another costing 150000 with a ten year life both with equal annual savings. Which appraisal technique best handles the unequal lives and why,Financial Management,case_based,hard,3,5,,Net present value with equivalent annual cost comparison is best because the projects have unequal lives and simple NPV comparison is misleading.,Use equivalent annual cost to compare projects with different lives.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: A firm has high fixed interest charges and faces falling sales. Explain its financial risk and one measure to reduce it,Financial Management,case_based,hard,4,5,,The firm has high financial leverage so falling sales sharply reduce earnings available to shareholders. It should reduce debt and shift toward equity to lower fixed charges.,Diagnose leverage risk and propose deleveraging.,vriddhi-curated|free,2026-27,BBA,false,,
The rate of return that shareholders require on their equity investment is the,Financial Management,mcq,medium,4,1,Cost of equity|Cost of debt|Coupon rate|Tax rate,A,The cost of equity is the return demanded by shareholders.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the importance of working capital management,Financial Management,long_answer,medium,5,5,,Working capital management maintains liquidity for day to day operations avoids insolvency and idle funds and supports profitability and creditworthiness.,Cover liquidity profitability and solvency trade offs.,vriddhi-curated|free,2026-27,BBA,false,,
The cost of issuing new securities is called,Financial Management,fill_in_blank,medium,4,1,,flotation cost,Flotation costs are underwriting and issue expenses of new securities.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the advantages of retained earnings as a source of finance,Financial Management,long_answer,medium,6,5,,Retained earnings are an internal source with no issue costs or dilution and are always available. They strengthen the firms capital base and credit standing.,Cover cost savings no dilution and financial stability.,vriddhi-curated|free,2026-27,BBA,false,,
A perpetuity is an annuity that continues forever,Financial Management,true_false,medium,2,1,True|False,A,A perpetuity pays a fixed amount every period indefinitely.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the concept of leverage and its types,Financial Management,long_answer,hard,4,5,,Leverage is the use of fixed costs to magnify returns. Operating leverage arises from fixed operating costs and financial leverage from fixed interest charges; together they form combined leverage.,Distinguish operating financial and combined leverage.,vriddhi-curated|free,2026-27,BBA,false,,
List the factors affecting the dividend policy of a firm,Financial Management,short_answer,medium,6,2,,Earnings liquidity growth opportunities shareholders preferences tax and legal restrictions.,These factors determine the level of dividend payout.,vriddhi-curated|free,2026-27,BBA,false,,
The value of a firm that maximises shareholder wealth is best measured by its share price,Financial Management,true_false,easy,1,1,True|False,A,Share price reflects the market value of the firm and thus shareholder wealth.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the merits and demerits of the payback period method,Financial Management,long_answer,medium,3,5,,Payback is simple and useful for liquidity and risk screening. Its drawbacks are ignoring the time value of money and the cash flows after the payback period.,Cover simplicity against the neglect of later flows and timing.,vriddhi-curated|free,2026-27,BBA,false,,
A firm pays a dividend of 2 per share on earnings of 8 per share. The payout ratio is,Financial Management,numerical,medium,6,2,,25 percent,Payout ratio equals dividend per share divided by earnings per share so 2 divided by 8 equals 0.25 or twenty five percent.,vriddhi-curated|free,2026-27,BBA,false,,
