text,subject,type,difficulty,unit,marks,options,correctAnswer,explanation,tags,batch,branch,isPYQ,examYear,examName
Explain the role of leadership in strategy implementation,Strategic Management,long_answer,medium,4,5,,Leadership communicates the vision aligns people allocates resources and motivates change to translate strategy into action and overcome resistance.,Cover communication alignment and change management.,vriddhi-curated|free,2026-27,BBA,false,,
The cost of following one strategic option instead of another is,Strategic Management,fill_in_blank,medium,3,1,,opportunity cost,Choosing one strategy means forgoing the benefits of alternatives.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the importance of strategy evaluation,Strategic Management,long_answer,medium,5,5,,Evaluation detects deviations from plans assesses whether strategy is achieving goals and triggers corrective action in a changing environment.,Cover deviation detection and corrective action.,vriddhi-curated|free,2026-27,BBA,false,,
List the tools for strategic analysis,Strategic Management,short_answer,easy,2,2,,SWOT analysis PEST analysis Porter five forces and value chain analysis.,These tools analyse internal and external strategic factors.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the importance of ethics in strategic management,Strategic Management,long_answer,medium,6,5,,Ethics builds trust and reputation guides responsible decisions and sustains long term success by aligning strategy with societal values.,Cover reputation trust and long term sustainability.,vriddhi-curated|free,2026-27,BBA,false,,
A conglomerate strategy of entering unrelated businesses is,Strategic Management,mcq,medium,3,1,Unrelated diversification|Related diversification|Concentric diversification|Horizontal integration,A,Unrelated diversification enters businesses with no common link.,vriddhi-curated|free,2026-27,BBA,false,,
Merging with or acquiring a competitor is horizontal integration,Strategic Management,true_false,easy,3,1,True|False,A,Horizontal integration combines firms at the same stage of the industry.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the factors influencing strategic choice,Strategic Management,long_answer,medium,3,5,,Strategic choice is influenced by internal resources and capabilities external environment risk managers attitudes and stakeholder expectations.,Cover internal and external determinants of strategy choice.,vriddhi-curated|free,2026-27,BBA,false,,
The core competences that give a firm a lasting edge are its,Strategic Management,fill_in_blank,medium,3,1,,distinctive competences,Distinctive competences are capabilities competitors cannot easily copy.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the relationship between corporate and business strategy,Strategic Management,long_answer,medium,1,5,,Corporate strategy decides which businesses to be in while business strategy decides how to compete within each chosen business so corporate strategy sets the frame for business strategy.,Contrast the scope of the two levels and their linkage.,vriddhi-curated|free,2026-27,BBA,false,,
