text,subject,type,difficulty,unit,marks,options,correctAnswer,explanation,tags,batch,branch,isPYQ,examYear,examName
The written promise to pay a fixed sum on demand is a,Banking and Insurance,mcq,easy,4,1,Promissory note|Passbook|Receipt|Voucher,A,A promissory note is an unconditional promise to pay a fixed sum.,vriddhi-curated|free,2026-27,BBA,false,,
Banking conducted through the internet and mobile devices is,Banking and Insurance,fill_in_blank,easy,4,1,,digital banking,Digital banking provides banking services electronically.,vriddhi-curated|free,2026-27,BBA,false,,
A cheque is a bill of exchange drawn on a banker payable on demand,Banking and Insurance,true_false,easy,4,1,True|False,A,A cheque is a special bill of exchange drawn on a bank.,vriddhi-curated|free,2026-27,BBA,false,,
List the types of negotiable instruments,Banking and Insurance,short_answer,easy,4,2,,Promissory notes bills of exchange and cheques.,These are the main negotiable instruments.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the benefits of digital banking,Banking and Insurance,long_answer,medium,4,5,,Digital banking offers convenience round the clock access lower cost faster transactions and wider reach though it raises security concerns.,Balance the convenience and cost benefits against security risks.,vriddhi-curated|free,2026-27,BBA,false,,
The mechanism by which losses are shared among many who face similar risk is,Banking and Insurance,mcq,easy,5,1,Insurance|Banking|Investment|Savings,A,Insurance pools risks so losses are shared among many policyholders.,vriddhi-curated|free,2026-27,BBA,false,,
The principle that the insured must have a financial interest in the subject is,Banking and Insurance,fill_in_blank,easy,5,1,,insurable interest,Insurable interest is the legal financial stake in the insured subject.,vriddhi-curated|free,2026-27,BBA,false,,
The principle of utmost good faith requires full disclosure of material facts,Banking and Insurance,true_false,easy,5,1,True|False,A,Utmost good faith requires both parties to disclose all material facts.,vriddhi-curated|free,2026-27,BBA,false,,
List the principles of insurance,Banking and Insurance,short_answer,easy,5,2,,Utmost good faith insurable interest indemnity subrogation contribution and proximate cause.,These principles govern the insurance contract.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the different types of insurance,Banking and Insurance,long_answer,medium,5,5,,Insurance includes life fire marine health and general insurance each covering different risks of life property and liability.,Describe each type and the risk it covers.,vriddhi-curated|free,2026-27,BBA,false,,
The regulator of the insurance sector in India is,Banking and Insurance,mcq,easy,6,1,IRDAI|RBI|SEBI|NABARD,A,The Insurance Regulatory and Development Authority of India regulates insurance.,vriddhi-curated|free,2026-27,BBA,false,,
The formal demand by the insured for payment of loss is an insurance,Banking and Insurance,fill_in_blank,easy,6,1,,claim,A claim is the request for compensation of a covered loss.,vriddhi-curated|free,2026-27,BBA,false,,
The process of identifying and controlling risks is risk management,Banking and Insurance,true_false,easy,6,1,True|False,A,Risk management identifies assesses and controls risks.,vriddhi-curated|free,2026-27,BBA,false,,
List the methods of handling risk,Banking and Insurance,short_answer,easy,6,2,,Avoidance reduction retention and transfer of risk.,These are the four basic ways of dealing with risk.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the functions of IRDAI,Banking and Insurance,long_answer,medium,6,5,,IRDAI regulates the insurance industry protects policyholders issues licences and sets rules for products pricing and solvency of insurers.,Cover regulation and policyholder protection functions.,vriddhi-curated|free,2026-27,BBA,false,,
Assertion: Life insurance is a contract of indemnity. Reason: The insured is compensated exactly for the loss suffered,Banking and Insurance,mcq,hard,5,1,Both assertion and reason are false|Both assertion and reason are true and reason explains assertion|Assertion is true but reason is false|Assertion is false but reason is true,A,Life insurance is not indemnity because a life cannot be valued; the sum assured is paid regardless of loss.,vriddhi-curated|free,2026-27,BBA,false,,
Match the principle to its meaning,Banking and Insurance,mcq,medium,5,1,Subrogation - insurer takes over rights after paying|Contribution - sharing loss among insureds|Indemnity - profit from loss|Insurable interest - full disclosure,A,Subrogation transfers the insureds recovery rights to the insurer after a claim.,vriddhi-curated|free,2026-27,BBA,false,,
The account opened by two or more persons jointly is a,Banking and Insurance,fill_in_blank,easy,3,1,,joint account,A joint account is operated by two or more account holders.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the types of banks in India,Banking and Insurance,long_answer,medium,1,5,,Indian banking includes the central bank commercial banks cooperative banks and development banks each serving different sectors and purposes.,Describe each type and its role in the banking system.,vriddhi-curated|free,2026-27,BBA,false,,
A loan secured by pledging goods or property is a secured loan,Banking and Insurance,true_false,easy,3,1,True|False,A,A secured loan is backed by collateral pledged to the bank.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: A shop is damaged by fire and the owner claims more than the loss expecting to profit. Which insurance principle prevents this,Banking and Insurance,case_based,hard,5,5,,The principle of indemnity prevents profit because the insured is compensated only for the actual loss not more.,Apply indemnity to cap the claim at the actual loss.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: A customer wants convenient banking without visiting a branch and is concerned about security. Recommend a banking option and a safeguard,Banking and Insurance,case_based,hard,4,5,,The customer should use digital banking and protect it with strong passwords two factor authentication and vigilance against phishing.,Recommend digital banking with security safeguards.,vriddhi-curated|free,2026-27,BBA,false,,
The proportion of deposits banks must keep with the RBI is the,Banking and Insurance,mcq,medium,2,1,Cash reserve ratio|Repo rate|Bank rate|Reverse repo rate,A,The CRR is the share of deposits banks must keep with the RBI.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the credit creation process of commercial banks,Banking and Insurance,long_answer,medium,3,5,,Banks create credit by lending a multiple of their reserves because each loan redeposited allows further lending limited by the reserve ratio.,Explain the deposit multiplier and its limit.,vriddhi-curated|free,2026-27,BBA,false,,
The policy premium is the amount paid by the insured for coverage,Banking and Insurance,true_false,easy,5,1,True|False,A,The premium is the consideration paid for the insurance cover.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the importance of insurance to business,Banking and Insurance,long_answer,medium,5,5,,Insurance protects business from losses of assets and income provides certainty encourages investment and supports credit by covering risks.,Cover risk transfer certainty and credit support.,vriddhi-curated|free,2026-27,BBA,false,,
List the instruments of credit control used by the RBI,Banking and Insurance,short_answer,easy,2,2,,Bank rate repo rate cash reserve ratio statutory liquidity ratio and open market operations.,These tools regulate the cost and quantity of credit.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the difference between life insurance and general insurance,Banking and Insurance,long_answer,medium,5,5,,Life insurance covers human life and pays on death or maturity while general insurance covers property liability and other non life risks usually annually.,Contrast the subject matter and duration of the two.,vriddhi-curated|free,2026-27,BBA,false,,
The bank that lends mainly for agricultural and rural development is NABARD,Banking and Insurance,true_false,medium,1,1,True|False,A,NABARD is the apex institution for agricultural and rural credit.,vriddhi-curated|free,2026-27,BBA,false,,
A bank pays simple interest of 5 percent on a fixed deposit of 20000 for one year. The interest earned is,Banking and Insurance,numerical,easy,3,2,,1000,Interest equals principal times rate so 20000 times 0.05 equals 1000.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the factors to consider before granting a loan,Banking and Insurance,long_answer,medium,3,5,,A bank considers the borrowers character capacity capital conditions and collateral the five Cs to assess ability and willingness to repay.,Cover the five Cs of credit appraisal.,vriddhi-curated|free,2026-27,BBA,false,,
The policy that covers the policyholders own life is a life insurance policy,Banking and Insurance,true_false,easy,5,1,True|False,A,Life insurance covers the risk of death of the insured life.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the procedure for settlement of an insurance claim,Banking and Insurance,long_answer,medium,6,5,,Claim settlement involves notifying the insurer filing documents survey and assessment of loss and payment after verifying the claim is covered.,Trace the steps from notification to payment.,vriddhi-curated|free,2026-27,BBA,false,,
The rate at which the RBI lends to banks against securities is the repo rate,Banking and Insurance,true_false,easy,2,1,True|False,A,The repo rate is the RBIs lending rate to banks.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the importance of banks in economic development,Banking and Insurance,long_answer,medium,1,5,,Banks mobilise savings channel funds to productive uses create credit and facilitate trade thereby supporting investment and economic growth.,Cover savings mobilisation and credit creation.,vriddhi-curated|free,2026-27,BBA,false,,
List the risks faced by banks,Banking and Insurance,short_answer,easy,3,2,,Credit risk liquidity risk market risk and operational risk.,These risks must be managed for bank stability.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the role of insurance in risk management,Banking and Insurance,long_answer,medium,6,5,,Insurance is the main method of transferring risk to an insurer which pools risks and compensates losses providing financial certainty.,Link insurance to risk transfer and pooling.,vriddhi-curated|free,2026-27,BBA,false,,
The facility that lets customers withdraw cash using a card is an ATM,Banking and Insurance,true_false,easy,4,1,True|False,A,ATMs allow cash withdrawal and other services using a card.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the types of life insurance policies,Banking and Insurance,long_answer,medium,5,5,,Life policies include whole life endowment term and annuity policies differing in coverage period and whether they combine protection with savings.,Describe each policy type and its features.,vriddhi-curated|free,2026-27,BBA,false,,
