text,subject,type,difficulty,unit,marks,options,correctAnswer,explanation,tags,batch,branch,isPYQ,examYear,examName
The test used to determine whether sample results support the hypothesis is a,Business Research Methods,fill_in_blank,medium,5,1,,significance test,Significance tests assess whether results could occur by chance.,vriddhi-curated|free,2026-27,BBA,false,,
A type one error occurs when a true null hypothesis is rejected,Business Research Methods,true_false,medium,5,1,True|False,A,Type one error rejects a null hypothesis that is actually true.,vriddhi-curated|free,2026-27,BBA,false,,
Define hypothesis testing,Business Research Methods,short_answer,medium,5,2,,Hypothesis testing is a statistical procedure to decide whether sample evidence supports or rejects a null hypothesis.,It accepts or rejects the null hypothesis at a significance level.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the types of errors in hypothesis testing,Business Research Methods,long_answer,hard,5,5,,Type one error rejects a true null hypothesis while type two error accepts a false null hypothesis. Lowering one tends to raise the other for a fixed sample.,Define both errors and their trade off.,vriddhi-curated|free,2026-27,BBA,false,,
The final document that presents the research findings is the,Business Research Methods,mcq,easy,6,1,Research report|Questionnaire|Hypothesis|Sample,A,The research report communicates the findings and conclusions.,vriddhi-curated|free,2026-27,BBA,false,,
Presenting another persons work as ones own is called,Business Research Methods,fill_in_blank,easy,6,1,,plagiarism,Plagiarism is using others work without acknowledgement.,vriddhi-curated|free,2026-27,BBA,false,,
Research ethics require obtaining informed consent from participants,Business Research Methods,true_false,easy,6,1,True|False,A,Informed consent protects participants and is an ethical requirement.,vriddhi-curated|free,2026-27,BBA,false,,
List the characteristics of a good research report,Business Research Methods,short_answer,easy,6,2,,Clarity accuracy objectivity proper structure and appropriate presentation of data.,These qualities make the report useful and credible.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the importance of research ethics,Business Research Methods,long_answer,medium,6,5,,Research ethics protects participants ensures honesty and integrity builds public trust and safeguards the credibility of findings.,Cover participant protection and research integrity.,vriddhi-curated|free,2026-27,BBA,false,,
Assertion: Sampling is preferred to a census for large populations. Reason: Sampling saves time and cost while giving reliable results,Business Research Methods,mcq,medium,3,1,Both assertion and reason are true and reason explains assertion|Both are true but reason does not explain assertion|Assertion is true but reason is false|Assertion is false but reason is true,A,Sampling gives reliable results faster and cheaper than studying everyone.,vriddhi-curated|free,2026-27,BBA,false,,
Match the tool to its use,Business Research Methods,mcq,medium,4,1,Questionnaire - self administered questions|Observation - asking questions|Interview - watching behaviour|Schedule - secondary data,A,A questionnaire is self administered while interviews ask and observation watches.,vriddhi-curated|free,2026-27,BBA,false,,
Research that seeks to discover cause and effect relationships is,Business Research Methods,mcq,medium,1,1,Causal research|Exploratory research|Descriptive research|Historical research,A,Causal research tests cause and effect relationships between variables.,vriddhi-curated|free,2026-27,BBA,false,,
The entire group of interest to the researcher is the,Business Research Methods,fill_in_blank,easy,3,1,,population,The population is the total group from which a sample is drawn.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the significance of research in business decisions,Business Research Methods,long_answer,medium,1,5,,Research reduces uncertainty provides evidence for decisions identifies opportunities and problems and improves the quality and success of business choices.,Cover evidence based decision making and risk reduction.,vriddhi-curated|free,2026-27,BBA,false,,
A variable that the researcher manipulates is an independent variable,Business Research Methods,true_false,easy,2,1,True|False,A,The independent variable is manipulated to observe its effect on the dependent variable.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the advantages and limitations of questionnaires,Business Research Methods,long_answer,medium,4,5,,Questionnaires are cheap cover wide areas and standardise responses but suffer from low response rates and the risk of misunderstanding questions.,Balance reach and cost against response and clarity problems.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: A company wants to know why its sales fell but has no clear idea of the cause. Recommend a type of research to begin with and justify it,Business Research Methods,case_based,hard,1,5,,The company should start with exploratory research using interviews and focus groups to understand the situation before designing a formal descriptive or causal study.,Exploratory research clarifies an unclear problem first.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: A researcher finds a strong association between advertising and sales in a sample. Explain what hypothesis testing would tell him and the risk of error,Business Research Methods,case_based,hard,5,5,,Hypothesis testing determines whether the association is statistically significant or could be due to chance with the risk of type one error if the finding is actually random.,Link significance testing to the risk of false conclusions.,vriddhi-curated|free,2026-27,BBA,false,,
The research design that studies the same subjects over time is,Business Research Methods,mcq,medium,3,1,Longitudinal study|Cross sectional study|Case study|Exploratory study,A,Longitudinal research follows the same subjects over an extended period.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the contents of a research report,Business Research Methods,long_answer,medium,6,5,,A report contains the title page introduction review of literature methodology findings conclusions and recommendations followed by references and appendices.,Describe the standard structure of a research report.,vriddhi-curated|free,2026-27,BBA,false,,
The selection of a sample based on the researchers judgement is,Business Research Methods,fill_in_blank,medium,3,1,,judgement sampling,Judgement sampling is a non probability method using expert choice.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the criteria for evaluating a research report,Business Research Methods,long_answer,medium,6,5,,A report is evaluated on clarity of objectives soundness of method adequacy of data validity of analysis and the logic of conclusions and recommendations.,Cover each criterion for assessing quality.,vriddhi-curated|free,2026-27,BBA,false,,
Secondary data is generally cheaper and faster to obtain than primary data,Business Research Methods,true_false,easy,4,1,True|False,A,Secondary data already exists so it is cheaper and quicker to collect.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the importance of sampling in research,Business Research Methods,long_answer,medium,3,5,,Sampling makes research feasible for large populations saving time and cost and can be more accurate than a census through careful control of data collection.,Cover feasibility cost and accuracy advantages.,vriddhi-curated|free,2026-27,BBA,false,,
List the sources of secondary data,Business Research Methods,short_answer,easy,4,2,,Books journals government publications company records and the internet.,These published and internal sources provide secondary data.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the steps in hypothesis testing,Business Research Methods,long_answer,hard,5,5,,Hypothesis testing proceeds from stating the null and alternative hypotheses through choosing a significance level and test statistic to comparing and deciding to accept or reject.,Trace the formal steps of a significance test.,vriddhi-curated|free,2026-27,BBA,false,,
A pilot study is a small scale trial run of the research instrument,Business Research Methods,true_false,easy,4,1,True|False,A,A pilot study tests the questionnaire on a small sample before the main study.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the difference between exploratory and descriptive research,Business Research Methods,long_answer,medium,1,5,,Exploratory research investigates an unclear problem to generate insights while descriptive research describes characteristics of a population or phenomenon precisely.,Contrast the purpose and flexibility of the two designs.,vriddhi-curated|free,2026-27,BBA,false,,
