text,subject,type,difficulty,unit,marks,options,correctAnswer,explanation,tags,batch,branch,isPYQ,examYear,examName
The function that keeps machines and equipment in working condition is,Production and Operations Management,mcq,easy,5,1,Maintenance|Production|Marketing|Finance,A,Maintenance keeps plant and machinery in good working order.,vriddhi-curated|free,2026-27,BBA,false,,
Maintenance carried out before a breakdown occurs is,Production and Operations Management,fill_in_blank,easy,5,1,,preventive maintenance,Preventive maintenance is scheduled to avoid breakdowns.,vriddhi-curated|free,2026-27,BBA,false,,
Work study combines method study and work measurement,Production and Operations Management,true_false,easy,5,1,True|False,A,Work study analyses methods and measures work to improve efficiency.,vriddhi-curated|free,2026-27,BBA,false,,
List the types of maintenance,Production and Operations Management,short_answer,easy,5,2,,Breakdown preventive predictive and corrective maintenance.,These approaches differ in when maintenance is performed.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the objectives of work study,Production and Operations Management,long_answer,medium,5,5,,Work study improves productivity by eliminating waste simplifying methods and setting fair time standards for planning and incentives.,Cover method improvement and standard setting.,vriddhi-curated|free,2026-27,BBA,false,,
The philosophy of producing only what is needed when it is needed is,Production and Operations Management,mcq,easy,6,1,Just in time|Mass production|Batch production|Job production,A,Just in time minimises inventory by producing to demand.,vriddhi-curated|free,2026-27,BBA,false,,
The network of organisations involved in producing and delivering a product is the supply,Production and Operations Management,fill_in_blank,easy,6,1,,chain,The supply chain links suppliers producers and distributors.,vriddhi-curated|free,2026-27,BBA,false,,
Lean production aims to eliminate waste in all forms,Production and Operations Management,true_false,easy,6,1,True|False,A,Lean production continuously removes non value adding activities.,vriddhi-curated|free,2026-27,BBA,false,,
List the benefits of just in time production,Production and Operations Management,short_answer,easy,6,2,,Lower inventory reduced waste better quality and faster response to demand.,JIT cuts costs and improves responsiveness.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the objectives of supply chain management,Production and Operations Management,long_answer,medium,6,5,,Supply chain management coordinates suppliers producers and distributors to reduce cost improve service and respond quickly to customers.,Cover cost service and responsiveness objectives.,vriddhi-curated|free,2026-27,BBA,false,,
Assertion: Just in time reduces inventory holding costs. Reason: JIT produces only when demand arises so stock levels stay low,Production and Operations Management,mcq,medium,6,1,Both assertion and reason are true and reason explains assertion|Both are true but reason does not explain assertion|Assertion is true but reason is false|Assertion is false but reason is true,A,Low stock from demand driven production directly cuts holding costs.,vriddhi-curated|free,2026-27,BBA,false,,
Match the concept to its focus,Production and Operations Management,mcq,medium,6,1,JIT - minimise inventory|Supply chain - reduce quality|Lean - increase waste|Quality - ignore customers,A,JIT minimises inventory while lean eliminates waste and quality satisfies customers.,vriddhi-curated|free,2026-27,BBA,false,,
The annual demand is 12000 units and each order costs 200. The economic order quantity with holding cost 3 per unit is,Production and Operations Management,numerical,hard,4,2,,1265 units,EOQ equals the square root of two times demand times ordering cost divided by holding cost so square root of two times 12000 times 200 divided by 3 equals about 1265 units.,vriddhi-curated|free,2026-27,BBA,false,,
The time taken by a worker to complete a job is studied in,Production and Operations Management,mcq,medium,5,1,Time study|Motion study|Method study|Fatigue study,A,Time study measures the time required to perform a task.,vriddhi-curated|free,2026-27,BBA,false,,
The study of the movements of workers to eliminate unnecessary motion is,Production and Operations Management,fill_in_blank,easy,5,1,,motion study,Motion study improves methods by removing wasteful movements.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the factors determining the choice of production system,Production and Operations Management,long_answer,medium,1,5,,The choice depends on product variety volume customer specification and capital requirements with job batch and mass systems suiting different combinations.,Relate product volume and variety to the production system.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: A garment factory receives large orders for many different styles. Recommend the most suitable production system and justify it,Production and Operations Management,case_based,hard,1,5,,Batch production is best because it handles moderate volumes of many product styles in runs switching between them efficiently.,Match the variety and volume to batch production.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: A plant faces frequent machine breakdowns that halt production. Recommend a maintenance strategy to reduce downtime,Production and Operations Management,case_based,hard,5,5,,The plant should adopt preventive and predictive maintenance with scheduled inspections and monitoring to fix problems before they cause breakdowns.,Propose planned maintenance to replace reactive repairs.,vriddhi-curated|free,2026-27,BBA,false,,
A factory produces 5000 units in 50 hours. Its production rate per hour is,Production and Operations Management,numerical,easy,1,2,,100 units,Production rate equals output divided by time so 5000 divided by 50 equals 100 units per hour.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the importance of plant location,Production and Operations Management,long_answer,medium,2,5,,Plant location affects cost of raw materials and distribution availability of labour and utilities and long term profitability so it is a strategic and hard to reverse decision.,Cover cost labour and long term impact of location.,vriddhi-curated|free,2026-27,BBA,false,,
Capacity refers to the maximum output a plant can produce in a period,Production and Operations Management,true_false,easy,2,1,True|False,A,Capacity is the maximum sustainable output per period.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the techniques of quality control,Production and Operations Management,long_answer,medium,4,5,,Quality control uses inspection statistical quality control control charts and acceptance sampling to detect and correct defects and maintain standards.,Cover inspection and statistical techniques of quality control.,vriddhi-curated|free,2026-27,BBA,false,,
The classification of inventory items into A B and C categories by value is,Production and Operations Management,fill_in_blank,medium,4,1,,ABC analysis,ABC analysis focuses control on the high value A items.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the difference between product and process layout,Production and Operations Management,short_answer,medium,2,2,,Product layout arranges machines by the sequence of operations while process layout groups similar machines together by function.,Product layout suits mass production and process layout suits variety.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the steps in purchasing procedure,Production and Operations Management,long_answer,medium,4,5,,Purchasing proceeds from identifying the need through supplier selection placing the order receiving and inspecting goods to payment and record keeping.,Trace the purchasing cycle from requisition to payment.,vriddhi-curated|free,2026-27,BBA,false,,
A lead time is the gap between placing an order and receiving the goods,Production and Operations Management,true_false,easy,4,1,True|False,A,Lead time is the delay between ordering and delivery.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the importance of materials management,Production and Operations Management,long_answer,medium,4,5,,Materials management ensures uninterrupted production at minimum cost by buying storing and issuing materials efficiently and controlling inventory.,Cover availability cost and inventory control.,vriddhi-curated|free,2026-27,BBA,false,,
List the objectives of maintenance management,Production and Operations Management,short_answer,easy,5,2,,Minimise breakdowns reduce downtime extend equipment life and ensure safety.,These objectives keep production running smoothly.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the benefits and limitations of automation,Production and Operations Management,long_answer,medium,1,5,,Automation raises speed consistency and quality and lowers unit cost but requires high capital and skilled staff and reduces flexibility.,Balance productivity gains against cost and flexibility.,vriddhi-curated|free,2026-27,BBA,false,,
