text,subject,type,difficulty,unit,marks,options,correctAnswer,explanation,tags,batch,branch,isPYQ,examYear,examName
The ability to influence others toward the achievement of goals is called,Organisational Behaviour,mcq,easy,5,1,Leadership|Management|Delegation|Authority,A,Leadership is the process of influencing people to pursue goals willingly.,vriddhi-curated|free,2026-27,BBA,false,,
Power that comes from a persons formal position in the hierarchy is called,Organisational Behaviour,fill_in_blank,easy,5,1,,legitimate power,Legitimate power derives from the formal authority of a position.,vriddhi-curated|free,2026-27,BBA,false,,
A leader who consults followers before deciding uses a democratic style,Organisational Behaviour,true_false,easy,5,1,True|False,A,Democratic leaders involve followers in decision making.,vriddhi-curated|free,2026-27,BBA,false,,
List the bases of power identified by French and Raven,Organisational Behaviour,short_answer,medium,5,2,,Legitimate reward coercive expert and referent power.,These five bases explain the different sources of a leaders power.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the trait and behavioural approaches to leadership,Organisational Behaviour,long_answer,medium,5,5,,The trait approach seeks qualities that distinguish leaders from non leaders. The behavioural approach studies what leaders do such as task orientation and people orientation rather than what they are.,Contrast the two approaches and give examples of each.,vriddhi-curated|free,2026-27,BBA,false,,
The shared beliefs values and norms that guide behaviour in an organisation form its,Organisational Behaviour,mcq,easy,6,1,Organisational culture|Strategy|Structure|Budget,A,Organisational culture is the shared values and assumptions of members.,vriddhi-curated|free,2026-27,BBA,false,,
The physical or psychological response to demands that exceed a persons capacity is called,Organisational Behaviour,fill_in_blank,easy,6,1,,stress,Stress is the strain from demands that exceed available coping resources.,vriddhi-curated|free,2026-27,BBA,false,,
Positive stress that motivates and improves performance is called eustress,Organisational Behaviour,true_false,medium,6,1,True|False,A,Eustress is beneficial stress that energises while distress is harmful.,vriddhi-curated|free,2026-27,BBA,false,,
Define organisational culture,Organisational Behaviour,short_answer,easy,6,2,,Organisational culture is the set of shared values beliefs and norms that members learn and pass on and that distinguish one organisation from another.,It shapes how members behave and interact.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the sources and consequences of stress,Organisational Behaviour,long_answer,medium,6,5,,Stress arises from organisational factors like role ambiguity work overload and poor relationships and personal factors. It can cause low performance absenteeism burnout and health problems.,Cover organisational and personal sources and their consequences.,vriddhi-curated|free,2026-27,BBA,false,,
Assertion: Employees with high job satisfaction tend to have lower turnover. Reason: Satisfied employees are more committed and less likely to leave,Organisational Behaviour,mcq,medium,3,1,Both assertion and reason are true and reason explains assertion|Both are true but reason does not explain assertion|Assertion is true but reason is false|Assertion is false but reason is true,A,Satisfaction builds commitment which reduces the desire to leave.,vriddhi-curated|free,2026-27,BBA,false,,
Match the concept to its meaning,Organisational Behaviour,mcq,medium,2,1,Stereotyping - judging based on group membership|Halo effect - judging each trait independently|Projection - accurate self assessment|Perception - ignoring sensory data,A,Stereotyping judges a person by their group while the halo effect generalises one trait.,vriddhi-curated|free,2026-27,BBA,false,,
The process of changing an organisation from its current state to a desired future state is called,Organisational Behaviour,mcq,easy,6,1,Organisational change|Job analysis|Selection|Appraisal,A,Organisational change moves the organisation toward a planned future state.,vriddhi-curated|free,2026-27,BBA,false,,
Lewins three step model of change consists of unfreezing moving and,Organisational Behaviour,fill_in_blank,medium,6,1,,refreezing,Lewins model has unfreezing the change and refreezing stages.,vriddhi-curated|free,2026-27,BBA,false,,
Resistance to change is always irrational and never justified,Organisational Behaviour,true_false,medium,6,1,True|False,B,Resistance may reflect genuine concerns about loss and can be a useful signal.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the reasons why employees resist change,Organisational Behaviour,short_answer,medium,6,2,,Fear of the unknown habit loss of security and status and mistrust of management cause resistance to change.,Understanding these reasons helps managers manage change.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: A team misses deadlines because members rarely share information and avoid discussing disagreements to keep peace. Identify the group problem and suggest how to fix it,Organisational Behaviour,case_based,hard,4,5,,The team is suffering from groupthink which suppresses dissent. The leader should encourage open debate appoint a devils advocate and seek outside opinions before deciding.,Diagnose groupthink and propose structural remedies to encourage dissent.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: A talented employee has low motivation because she feels her effort does not affect rewards which she does not value. Use expectancy theory to diagnose and suggest a solution,Organisational Behaviour,case_based,hard,3,5,,Expectancy is low because effort does not clearly lead to performance or valued rewards. The manager should clarify the performance reward link and offer rewards the employee actually values.,Apply expectancy instrumentality and valence to the described symptoms.,vriddhi-curated|free,2026-27,BBA,false,,
A managers belief about whether employees are inherently lazy or self motivated is the basis of,Organisational Behaviour,mcq,medium,5,1,Theory X and Theory Y|Trait theory|Path goal theory|Fiedler model,A,McGregors Theory X assumes people dislike work while Theory Y assumes they seek responsibility.,vriddhi-curated|free,2026-27,BBA,false,,
The Ohio State studies identified two leader behaviours initiating structure and,Organisational Behaviour,fill_in_blank,medium,5,1,,consideration,Initiating structure is task oriented while consideration is people oriented.,vriddhi-curated|free,2026-27,BBA,false,,
The Big Five personality traits include openness conscientiousness extraversion agreeableness and neuroticism,Organisational Behaviour,true_false,medium,2,1,True|False,A,These five dimensions are the widely accepted Big Five model of personality.,vriddhi-curated|free,2026-27,BBA,false,,
The extent to which a person identifies with a job and considers performance important is called,Organisational Behaviour,fill_in_blank,medium,3,1,,job involvement,Job involvement reflects psychological identification with the job.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the relationship between attitudes and behaviour,Organisational Behaviour,short_answer,medium,2,2,,Attitudes influence behaviour through intentions but the link is moderated by situational constraints and the strength and specificity of the attitude.,Specific strong attitudes predict behaviour better than general ones.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the importance of organisational behaviour for managers,Organisational Behaviour,long_answer,medium,1,5,,OB helps managers understand predict and influence behaviour. It improves motivation teamwork leadership and the management of change and diversity leading to higher productivity and satisfaction.,Link OB concepts to practical managerial outcomes.,vriddhi-curated|free,2026-27,BBA,false,,
Describe the process of perception and the errors in it,Organisational Behaviour,long_answer,medium,2,5,,Perception proceeds through selection organisation and interpretation of stimuli. Errors include stereotyping halo effect projection and selective perception which distort judgement.,Trace the perceptual process then explain the common perceptual distortions.,vriddhi-curated|free,2026-27,BBA,false,,
Job satisfaction is measured only through salary levels,Organisational Behaviour,true_false,easy,3,1,True|False,B,Satisfaction depends on many factors including the work itself supervision peers and growth.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the types of teams in an organisation,Organisational Behaviour,long_answer,medium,4,5,,Teams include problem solving teams self managed teams cross functional teams and virtual teams. They differ in autonomy scope and how members coordinate.,Describe each team type with its purpose and features.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the importance of emotional intelligence in the workplace,Organisational Behaviour,long_answer,medium,2,5,,Emotional intelligence is the ability to recognise and manage ones own emotions and those of others. It improves leadership teamwork conflict resolution and customer relations.,Cover the components of EI and their workplace benefits.,vriddhi-curated|free,2026-27,BBA,false,,
