text,subject,type,difficulty,unit,marks,options,correctAnswer,explanation,tags,batch,branch,isPYQ,examYear,examName
Explain the role of the board of directors in governance,Business Ethics and Corporate Governance,long_answer,medium,4,5,,The board sets strategy oversees management ensures accountability protects shareholder interests and monitors risk and compliance.,Cover strategy oversight accountability and risk monitoring.,vriddhi-curated|free,2026-27,BBA,false,,
The commitment of business to contribute to sustainable development is,Business Ethics and Corporate Governance,mcq,easy,5,1,Corporate social responsibility|Profit maximisation|Market share|Branding,A,CSR is a firms commitment to society beyond its legal and economic duties.,vriddhi-curated|free,2026-27,BBA,false,,
Meeting present needs without compromising future generations is,Business Ethics and Corporate Governance,fill_in_blank,easy,5,1,,sustainability,Sustainable development balances present needs and future resources.,vriddhi-curated|free,2026-27,BBA,false,,
In India CSR spending is mandatory for large companies above specified thresholds,Business Ethics and Corporate Governance,true_false,medium,5,1,True|False,A,The Companies Act mandates CSR spending for qualifying companies.,vriddhi-curated|free,2026-27,BBA,false,,
List the arguments for corporate social responsibility,Business Ethics and Corporate Governance,short_answer,easy,5,2,,Improved reputation customer loyalty employee morale and long term profitability.,CSR builds goodwill that supports business success.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the benefits of corporate social responsibility,Business Ethics and Corporate Governance,long_answer,medium,5,5,,CSR enhances reputation attracts customers and talent reduces regulatory risk and creates long term value by aligning business with societal interests.,Cover reputation talent and long term value benefits.,vriddhi-curated|free,2026-27,BBA,false,,
Reporting misconduct within an organisation is,Business Ethics and Corporate Governance,mcq,easy,6,1,Whistleblowing|Espionage|Lobbying|Negotiation,A,Whistleblowing is disclosing wrongdoing within an organisation.,vriddhi-curated|free,2026-27,BBA,false,,
The shared values and norms that guide ethical behaviour form the,Business Ethics and Corporate Governance,fill_in_blank,easy,6,1,,ethical culture,Ethical culture is the environment of shared ethical values and practices.,vriddhi-curated|free,2026-27,BBA,false,,
Whistleblowers should be protected from retaliation,Business Ethics and Corporate Governance,true_false,easy,6,1,True|False,A,Protection encourages reporting of wrongdoing without fear of reprisal.,vriddhi-curated|free,2026-27,BBA,false,,
List the ways to build an ethical culture in an organisation,Business Ethics and Corporate Governance,short_answer,easy,6,2,,Leadership example codes of ethics training open communication and fair enforcement.,These practices embed ethics in organisational life.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the importance of whistleblowing in organisations,Business Ethics and Corporate Governance,long_answer,medium,6,5,,Whistleblowing exposes fraud and misconduct early protecting stakeholders and the public and reinforcing accountability and ethical standards.,Cover early detection and accountability benefits.,vriddhi-curated|free,2026-27,BBA,false,,
Assertion: Ethical leadership promotes an ethical culture. Reason: Employees model their behaviour on the example set by leaders,Business Ethics and Corporate Governance,mcq,medium,6,1,Both assertion and reason are true and reason explains assertion|Both are true but reason does not explain assertion|Assertion is true but reason is false|Assertion is false but reason is true,A,Leaders set the ethical tone that employees follow.,vriddhi-curated|free,2026-27,BBA,false,,
Match the concept to its meaning,Business Ethics and Corporate Governance,mcq,medium,1,1,Ethics - moral principles|Law - voluntary standards|CSR - profit only|Governance - marketing rules,A,Ethics are moral principles while law is binding and CSR is societal commitment.,vriddhi-curated|free,2026-27,BBA,false,,
The philosophy that the only obligation of business is to increase profits is the,Business Ethics and Corporate Governance,mcq,medium,5,1,Shareholder theory|Stakeholder theory|Virtue theory|Deontology,A,Shareholder theory holds that profit maximisation is the sole business duty.,vriddhi-curated|free,2026-27,BBA,false,,
The theory that business should serve all parties affected by it is,Business Ethics and Corporate Governance,fill_in_blank,medium,5,1,,stakeholder theory,Stakeholder theory says firms should balance the interests of all stakeholders.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the relationship between ethics and corporate governance,Business Ethics and Corporate Governance,long_answer,medium,4,5,,Ethics provides the values that governance structures enforce so good governance institutionalises ethical behaviour through boards codes and accountability.,Link ethical values to governance mechanisms.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: A sales manager is tempted to overstate product benefits to meet targets. Explain the ethical dilemma and the right course,Business Ethics and Corporate Governance,case_based,hard,2,5,,The dilemma is between meeting targets and honest marketing. The right course is to be truthful about benefits because misleading customers is unethical and harms trust.,Apply ethical reasoning to the conflict between targets and honesty.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: An employee discovers fraudulent accounting but fears losing his job if he reports it. Explain his options and the protection available,Business Ethics and Corporate Governance,case_based,hard,6,5,,The employee should report through the whistleblower channel and is protected by whistleblower policies and law against retaliation.,Apply whistleblowing and the protections that encourage reporting.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the factors that influence ethical behaviour in organisations,Business Ethics and Corporate Governance,long_answer,medium,1,5,,Ethical behaviour is shaped by individual values the ethical climate leadership example codes and reward systems of the organisation.,Cover individual and organisational determinants of ethics.,vriddhi-curated|free,2026-27,BBA,false,,
List the benefits of good corporate governance,Business Ethics and Corporate Governance,short_answer,easy,4,2,,Investor confidence better access to capital reduced risk and long term value.,Good governance attracts investment and reduces risk.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the corporate governance framework in India,Business Ethics and Corporate Governance,long_answer,medium,4,5,,Indian governance is set by the Companies Act SEBI regulations and clause 49 covering board composition audit committees and disclosure requirements.,Cover the legal and regulatory framework of governance.,vriddhi-curated|free,2026-27,BBA,false,,
The conflict of interest between shareholders and managers is the agency,Business Ethics and Corporate Governance,fill_in_blank,medium,4,1,,problem,The agency problem is the conflict between owners and managers.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the arguments against corporate social responsibility,Business Ethics and Corporate Governance,long_answer,medium,5,5,,Critics argue CSR raises costs dilutes the profit focus and imposes social duties on business that belong to government.,Present the cost and role dilution arguments against CSR.,vriddhi-curated|free,2026-27,BBA,false,,
A company that is ethical in all dealings with stakeholders follows an ethics based approach,Business Ethics and Corporate Governance,true_false,easy,3,1,True|False,A,An ethics based approach applies moral standards to all stakeholder dealings.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the ethical issues in finance and accounting,Business Ethics and Corporate Governance,long_answer,medium,3,5,,Finance ethics covers insider trading fraud window dressing and misrepresentation of accounts all of which mislead investors and breach trust.,Describe each financial ethics issue and its impact.,vriddhi-curated|free,2026-27,BBA,false,,
Trading shares using confidential information is insider trading,Business Ethics and Corporate Governance,true_false,easy,3,1,True|False,A,Insider trading is using non public information for personal gain.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the role of leadership in promoting business ethics,Business Ethics and Corporate Governance,long_answer,medium,6,5,,Leaders model ethical behaviour set the tone communicate values and reward integrity thereby embedding ethics in the organisation culture.,Cover modelling tone setting and reinforcement.,vriddhi-curated|free,2026-27,BBA,false,,
List the elements of an effective code of ethics,Business Ethics and Corporate Governance,short_answer,easy,1,2,,Clear values specific guidance examples reporting procedures and enforcement.,These elements make a code practical and enforceable.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the concept of sustainable development,Business Ethics and Corporate Governance,long_answer,medium,5,5,,Sustainable development meets present needs without compromising future generations by balancing economic environmental and social goals.,Cover the three pillars of sustainability.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the steps an organisation can take to institutionalise ethics,Business Ethics and Corporate Governance,long_answer,medium,6,5,,Institutionalising ethics requires leadership commitment a code of ethics training communication and enforcement through reward and sanction.,Cover the mechanisms that embed ethics organisationally.,vriddhi-curated|free,2026-27,BBA,false,,
