text,subject,type,difficulty,unit,marks,options,correctAnswer,explanation,tags,batch,branch,isPYQ,examYear,examName
Explain the assumptions and limitations of break even analysis,Management Accounting,long_answer,medium,4,5,,Break even analysis assumes costs can be split into fixed and variable and that price and cost remain constant. These assumptions limit its accuracy in a changing environment.,Cover the assumptions and where they break down.,vriddhi-curated|free,2026-27,BBA,false,,
Fixed cost is 40000 selling price is 10 and variable cost per unit is 6. The break even point in units is,Management Accounting,numerical,medium,4,2,,10000 units,Break even units equal fixed cost divided by contribution per unit so 40000 divided by 4 equals 10000 units.,vriddhi-curated|free,2026-27,BBA,false,,
The financial plan expressed in quantitative terms for a future period is a,Management Accounting,mcq,easy,5,1,Budget|Variance|Standard|Forecast,A,A budget is a financial plan for a future period.,vriddhi-curated|free,2026-27,BBA,false,,
The difference between actual and budgeted performance is a,Management Accounting,fill_in_blank,easy,5,1,,variance,A variance is the deviation of actual results from the budget.,vriddhi-curated|free,2026-27,BBA,false,,
A flexible budget changes with the level of activity unlike a fixed budget,Management Accounting,true_false,medium,5,1,True|False,A,Flexible budgets adjust to different activity levels for better control.,vriddhi-curated|free,2026-27,BBA,false,,
List the types of budgets,Management Accounting,short_answer,easy,5,2,,Sales production cash master flexible and zero based budgets.,These budgets serve different planning and control purposes.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the advantages of budgetary control,Management Accounting,long_answer,medium,5,5,,Budgetary control forces planning coordinates activities communicates targets and enables performance comparison through variances so corrective action can be taken.,Cover planning coordination communication and control benefits.,vriddhi-curated|free,2026-27,BBA,false,,
The predetermined cost of producing a unit under specified conditions is a,Management Accounting,mcq,easy,6,1,Standard cost|Actual cost|Historical cost|Marginal cost,A,A standard cost is a planned benchmark cost per unit.,vriddhi-curated|free,2026-27,BBA,false,,
The difference between standard cost and actual cost is called a,Management Accounting,fill_in_blank,easy,6,1,,cost variance,Cost variance is the deviation of actual cost from standard cost.,vriddhi-curated|free,2026-27,BBA,false,,
A favourable variance occurs when actual cost is less than standard cost,Management Accounting,true_false,easy,6,1,True|False,A,Lower actual than standard cost produces a favourable variance.,vriddhi-curated|free,2026-27,BBA,false,,
Define standard costing and its objectives,Management Accounting,short_answer,medium,6,2,,Standard costing sets predetermined costs and compares them with actual costs to measure variances and control efficiency.,It provides a benchmark for cost control and performance.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the types of variances in standard costing,Management Accounting,long_answer,medium,6,5,,Variances include material price and usage labour rate and efficiency and overhead variances. Each isolates the cause of deviation for corrective action.,Classify material labour and overhead variances.,vriddhi-curated|free,2026-27,BBA,false,,
Assertion: A high current ratio always means good liquidity. Reason: A high current ratio may hide slow moving or obsolete inventory,Management Accounting,mcq,hard,2,1,Assertion is false but reason is true|Both assertion and reason are true and reason explains assertion|Both are true but reason does not explain assertion|Assertion is true but reason is false,A,A high current ratio can be misleading because it may include illiquid inventory.,vriddhi-curated|free,2026-27,BBA,false,,
Match the statement to its purpose,Management Accounting,mcq,medium,3,1,Cash flow statement - actual cash movements|Funds flow statement - actual cash movements|Balance sheet - cash receipts|Trading account - sources of funds,A,The cash flow statement tracks cash while the funds flow statement tracks working capital.,vriddhi-curated|free,2026-27,BBA,false,,
Net profit is 50000 and depreciation is 10000. Funds from operations are,Management Accounting,numerical,easy,3,2,,60000,Depreciation is added back to net profit so 50000 plus 10000 equals 60000.,vriddhi-curated|free,2026-27,BBA,false,,
The ratio of net profit to sales measures,Management Accounting,mcq,medium,2,1,Profitability|Liquidity|Solvency|Turnover,A,Net profit margin is a profitability ratio.,vriddhi-curated|free,2026-27,BBA,false,,
The inventory turnover ratio measures how quickly inventory is sold,Management Accounting,true_false,medium,2,1,True|False,A,Inventory turnover is an activity ratio measuring the speed of stock movement.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the limitations of ratio analysis,Management Accounting,short_answer,medium,2,2,,Ratios are limited by inflation differences in accounting policies and window dressing and must be interpreted with care.,A single ratio in isolation can mislead without context.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: A firm has a break even point of 20000 units and expects demand of 15000 units. Explain the situation and suggest two ways to reach break even,Management Accounting,case_based,hard,4,5,,The firm will incur a loss because expected demand is below break even. It can raise the selling price lower variable cost or reduce fixed cost to lower the break even point.,Apply the break even formula and propose margin improving measures.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: Actual material cost exceeds standard cost because both the price paid and quantity used were higher. Identify the two variances and who is responsible for each,Management Accounting,case_based,hard,6,5,,There is an adverse material price variance usually the purchasing departments responsibility and an adverse material usage variance usually the production departments responsibility.,Separate price and usage variances and assign accountability.,vriddhi-curated|free,2026-27,BBA,false,,
Sales are 200000 and variable cost is 120000. The contribution is,Management Accounting,numerical,easy,4,2,,80000,Contribution equals sales minus variable cost so 200000 minus 120000 equals 80000.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the meaning and importance of funds flow analysis,Management Accounting,long_answer,medium,3,5,,Funds flow analysis shows where funds came from and where they were used revealing how working capital changed and whether long term funds financed long term uses.,Cover sources and uses of funds and working capital changes.,vriddhi-curated|free,2026-27,BBA,false,,
The budget that combines all functional budgets into one is the master budget,Management Accounting,true_false,easy,5,1,True|False,A,The master budget consolidates all functional budgets into one plan.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the process of zero based budgeting,Management Accounting,long_answer,medium,5,5,,Zero based budgeting starts each budget from zero and requires every expense to be justified afresh rather than carrying forward past levels.,Contrast ZBB with incremental budgeting and its justification process.,vriddhi-curated|free,2026-27,BBA,false,,
The difference between standard and actual hours multiplied by the standard rate gives the,Management Accounting,fill_in_blank,medium,6,1,,labour efficiency variance,Labour efficiency variance isolates the effect of hours used.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the uses and limitations of management accounting,Management Accounting,long_answer,medium,1,5,,Management accounting aids planning control and decision making. Its limits are dependence on historical data subjectivity and the cost of installation.,Cover the benefits and the constraints of the discipline.,vriddhi-curated|free,2026-27,BBA,false,,
List the tools and techniques of management accounting,Management Accounting,short_answer,easy,1,2,,Ratio analysis funds and cash flow analysis marginal costing budgeting and standard costing.,These techniques support analysis planning and control.,vriddhi-curated|free,2026-27,BBA,false,,
A firm has a debt equity ratio of one which means debt and equity are equal,Management Accounting,true_false,medium,2,1,True|False,A,A ratio of one means debt equals equity.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the objectives of ratio analysis,Management Accounting,long_answer,medium,2,5,,Ratio analysis measures liquidity profitability solvency and efficiency to assess financial health and support decisions by lenders investors and managers.,Cover the diagnostic and decision support objectives.,vriddhi-curated|free,2026-27,BBA,false,,
