text,subject,type,difficulty,unit,marks,options,correctAnswer,explanation,tags,batch,branch,isPYQ,examYear,examName
List the differences between CPM and PERT,Project Management,short_answer,medium,3,2,,CPM is activity oriented with deterministic times while PERT is event oriented with probabilistic time estimates.,The difference lies in orientation and certainty of durations.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the steps in drawing a project network,Project Management,long_answer,medium,3,5,,A network is built by listing activities determining their sequence and dependencies drawing nodes and arrows and then computing earliest and latest times.,Cover activity listing sequencing and time computation.,vriddhi-curated|free,2026-27,BBA,false,,
The estimation and control of project costs is project,Project Management,mcq,easy,4,1,Costing|Scheduling|Staffing|Reporting,A,Project costing estimates and controls the money spent on a project.,vriddhi-curated|free,2026-27,BBA,false,,
The document that details the financial plan of a project is the project,Project Management,fill_in_blank,easy,4,1,,budget,The project budget allocates funds across activities and time.,vriddhi-curated|free,2026-27,BBA,false,,
Cost overrun occurs when actual cost exceeds the budget,Project Management,true_false,easy,4,1,True|False,A,Cost overrun is spending more than the planned budget.,vriddhi-curated|free,2026-27,BBA,false,,
List the sources of project finance,Project Management,short_answer,easy,4,2,,Equity debt term loans grants and internal accruals.,These sources provide capital for project investment.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the techniques of project cost estimation,Project Management,long_answer,medium,4,5,,Cost estimation uses analogous parametric and bottom up methods ranging from quick historical estimates to detailed activity by activity costing.,Describe each technique and when it is used.,vriddhi-curated|free,2026-27,BBA,false,,
The process of tracking project progress against the plan is,Project Management,mcq,easy,5,1,Monitoring|Initiation|Closure|Feasibility,A,Monitoring tracks progress against the project plan.,vriddhi-curated|free,2026-27,BBA,false,,
The chance of an event that could harm the project is a project,Project Management,fill_in_blank,easy,5,1,,risk,Project risk is uncertainty that may affect objectives.,vriddhi-curated|free,2026-27,BBA,false,,
Risk management aims to eliminate all risks from a project,Project Management,true_false,medium,5,1,True|False,B,Risk cannot be eliminated only identified assessed and managed.,vriddhi-curated|free,2026-27,BBA,false,,
List the steps in project control,Project Management,short_answer,easy,5,2,,Setting standards measuring performance comparing with standards and taking corrective action.,This control cycle keeps the project on track.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the process of project risk management,Project Management,long_answer,medium,5,5,,Risk management identifies risks assesses their likelihood and impact develops responses and monitors them throughout the project.,Trace risk identification assessment response and monitoring.,vriddhi-curated|free,2026-27,BBA,false,,
The structure that brings people from different functions to work on a project is a,Project Management,mcq,easy,6,1,Matrix organisation|Line organisation|Functional organisation|Division structure,A,A matrix organisation combines functional and project authority.,vriddhi-curated|free,2026-27,BBA,false,,
The formal completion and handover of the project is project,Project Management,fill_in_blank,easy,6,1,,closure,Project closure completes the work and hands over the deliverable.,vriddhi-curated|free,2026-27,BBA,false,,
A project can be terminated early if its objectives are no longer viable,Project Management,true_false,easy,6,1,True|False,A,Projects may end early due to failure or changed objectives.,vriddhi-curated|free,2026-27,BBA,false,,
List the types of project organisation,Project Management,short_answer,easy,6,2,,Functional project and matrix organisations.,These structures differ in where project authority resides.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the responsibilities of a project manager,Project Management,long_answer,medium,1,5,,The project manager plans organises leads and controls the project managing scope time cost quality risk and the team to meet objectives.,Cover planning leadership and control responsibilities.,vriddhi-curated|free,2026-27,BBA,false,,
Assertion: The critical path has zero float. Reason: Any delay on the critical path delays the whole project,Project Management,mcq,medium,3,1,Both assertion and reason are true and reason explains assertion|Both are true but reason does not explain assertion|Assertion is true but reason is false|Assertion is false but reason is true,A,Critical activities have no slack so their delay extends the project.,vriddhi-curated|free,2026-27,BBA,false,,
Match the concept to its meaning,Project Management,mcq,medium,3,1,Float - spare time in an activity|Critical path - shortest path|Network - a budget|Milestone - a resource,A,Float is spare time while the critical path is the longest path.,vriddhi-curated|free,2026-27,BBA,false,,
The slack time available in a non critical activity is called float,Project Management,true_false,easy,3,1,True|False,A,Float is the spare time an activity can be delayed without delaying the project.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the meaning and importance of feasibility analysis of a project,Project Management,long_answer,medium,2,5,,Feasibility analysis assesses technical economic financial and social viability before commitment to avoid investing in unworkable projects.,Cover the dimensions of feasibility and its importance.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: A construction project is falling behind schedule because two activities on the critical path are delayed. Explain the consequence and a corrective measure,Project Management,case_based,hard,3,5,,Delays on the critical path delay the whole project. The manager should crash the critical activities by adding resources to shorten their duration.,Apply critical path logic and propose crashing.,vriddhi-curated|free,2026-27,BBA,false,,
Read the case: A software project has a fixed deadline and a team with limited skills in a new technology. Identify the risk and suggest a mitigation,Project Management,case_based,hard,5,5,,The risk is skill shortage causing schedule slippage. The manager should provide training or hire specialists early to mitigate it.,Identify the skill risk and propose early mitigation.,vriddhi-curated|free,2026-27,BBA,false,,
A project has three activities of duration 4 6 and 8 days that must run in sequence. The total project duration is,Project Management,numerical,easy,3,2,,18 days,Sequential activities sum to 4 plus 6 plus 8 which equals 18 days.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the causes of project failure,Project Management,long_answer,medium,6,5,,Projects fail due to poor planning unclear objectives inadequate resources poor communication and weak risk management.,Cover the planning and management causes of failure.,vriddhi-curated|free,2026-27,BBA,false,,
The process of closing out all project activities is project termination,Project Management,true_false,easy,6,1,True|False,A,Termination completes and closes the project formally.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the steps in project termination,Project Management,long_answer,medium,6,5,,Termination involves completing remaining work handing over deliverables releasing resources documenting lessons and closing accounts.,Cover handover resource release and documentation.,vriddhi-curated|free,2026-27,BBA,false,,
List the benefits of using CPM and PERT,Project Management,short_answer,easy,3,2,,Better planning identifying the critical path resource optimisation and progress control.,These benefits improve scheduling and control.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the concept and types of project appraisal,Project Management,long_answer,medium,4,5,,Project appraisal evaluates technical economic financial and managerial feasibility using methods like net present value and internal rate of return.,Cover the appraisal dimensions and financial techniques.,vriddhi-curated|free,2026-27,BBA,false,,
The expected time in PERT is calculated from optimistic pessimistic and most likely times,Project Management,true_false,medium,3,1,True|False,A,PERT computes expected time as a weighted average of the three estimates.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the importance of project organisation structure,Project Management,long_answer,medium,6,5,,The organisation structure defines authority and coordination affecting communication and control so the right structure improves project delivery.,Link structure to authority communication and control.,vriddhi-curated|free,2026-27,BBA,false,,
The estimate of costs based on a similar past project is,Project Management,fill_in_blank,medium,4,1,,analogous estimating,Analogous estimating uses historical project data for a quick estimate.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the tools used for project monitoring,Project Management,long_answer,medium,5,5,,Monitoring uses Gantt charts network diagrams milestone reports and earned value analysis to track progress and detect deviations.,Describe each tool and its use in tracking.,vriddhi-curated|free,2026-27,BBA,false,,
A milestone is a significant point or event in a project schedule,Project Management,true_false,easy,2,1,True|False,A,Milestones mark important events with zero duration in a schedule.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the importance of project scheduling,Project Management,long_answer,medium,2,5,,Scheduling sequences activities sets timelines allocates resources and provides the basis for monitoring and controlling project progress.,Cover sequencing timelines and control baseline.,vriddhi-curated|free,2026-27,BBA,false,,
Explain the concept and importance of project team building,Project Management,long_answer,medium,6,5,,Team building develops cooperation trust and shared goals among project members improving communication and performance.,Cover cooperation communication and performance benefits.,vriddhi-curated|free,2026-27,BBA,false,,
